"","...1","LLAVEVIV","HOGAR","H18A_ESTU","H18B_REFR","H18C_LAVA","H18D_MCOS","H18E_ABAN","H18F_AIRE","H18G_RADI","H18H_TRES","H18I_TCEL","H18J_TV","H18K_COMP","H18L_INTER","H18M_AUTO","V03_TENE","V11_SANIT","id_hogar","vivienda_propia","alcantarillado","casa_propiacon_alcantarillado"
"269",269,"0474308",1,1,1,1,0,1,0,0,0,1,0,1,1,0,3,2,269,1,0,0
"270",270,"1247315",1,1,1,1,0,1,1,1,1,1,1,0,1,0,3,2,270,1,0,0
"271",271,"0468128",1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,271,1,0,0
"272",272,"0491065",1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,272,0,1,0
"273",273,"0436078",1,1,1,0,0,0,0,1,0,1,1,0,0,0,3,2,273,1,0,0
"274",274,"1001202",1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,274,0,1,0
"275",275,"0712328",1,1,1,1,0,1,1,0,0,1,1,1,1,1,2,1,275,0,1,0
"276",276,"0152772",1,1,0,0,0,0,0,1,0,1,1,0,0,0,3,3,276,1,0,0
"277",277,"0055965",1,1,1,1,0,1,1,0,0,1,1,1,1,1,3,2,277,1,0,0
"278",278,"0889885",1,1,1,1,0,1,1,1,1,1,1,0,1,0,4,1,278,0,1,0
"279",279,"1502667",1,1,1,1,0,1,0,1,1,1,1,1,1,1,3,2,279,1,0,0
"280",280,"0641534",1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,280,0,1,0
"281",281,"1105909",1,1,1,1,0,1,1,0,1,1,1,1,1,1,2,1,281,0,1,0
"282",282,"0863629",1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,282,0,1,0
"283",283,"0732770",1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,283,0,1,0
"284",284,"0772733",1,1,1,1,0,0,1,1,0,1,1,1,1,1,2,1,284,0,1,0
"285",285,"0635570",1,1,1,1,0,1,1,0,1,1,1,1,1,1,2,1,285,0,1,0
"286",286,"0449691",1,1,1,1,0,0,0,1,0,1,1,0,1,0,NA,NA,286,0,0,0
"287",287,"0457018",1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,287,1,0,0
"288",288,"1076670",1,1,1,1,0,1,0,1,0,1,1,0,0,0,3,1,288,1,1,1
"289",289,"1031730",1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,2,289,0,0,0
"290",290,"0845453",1,1,1,1,0,1,0,0,0,1,1,0,1,1,2,1,290,0,1,0
"291",291,"1255419",1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,3,291,1,0,0
"292",292,"0487784",1,1,1,1,0,1,0,1,0,0,1,0,1,1,3,1,292,1,1,1
"293",293,"0049084",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,293,1,0,0
"294",294,"1225420",1,1,1,1,0,1,0,0,1,1,1,0,1,1,3,1,294,1,1,1
"295",295,"1386695",1,1,1,1,0,1,0,1,0,1,1,0,0,0,2,2,295,0,0,0
"296",296,"0660789",1,1,1,1,0,1,0,1,0,1,1,0,1,0,2,1,296,0,1,0
"297",297,"0377502",1,1,1,0,0,1,0,0,0,1,1,0,0,1,3,2,297,1,0,0
"298",298,"0982600",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,298,0,1,0
"299",299,"0515575",1,1,1,1,0,1,0,0,0,1,1,0,0,0,3,3,299,1,0,0
"300",300,"0106520",1,1,1,1,0,1,0,0,0,0,1,0,0,0,3,2,300,1,0,0
"301",301,"1247750",1,1,1,1,0,0,0,0,0,0,1,0,0,0,3,1,301,1,1,1
"302",302,"1087420",1,1,1,1,0,1,1,1,0,1,1,0,0,1,4,1,302,0,1,0
"303",303,"0452120",1,1,1,0,0,0,0,0,0,1,0,0,1,0,NA,NA,303,0,0,0
"304",304,"1152220",1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,304,1,1,1
"305",305,"0859818",1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,305,0,1,0
"306",306,"1001368",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,306,0,1,0
"307",307,"0610910",1,1,1,1,0,0,0,0,0,1,0,0,0,1,3,3,307,1,0,0
"308",308,"0964007",1,1,1,1,0,1,0,0,0,1,1,0,1,1,2,2,308,0,0,0
"309",309,"0140545",1,1,1,1,1,1,0,1,0,1,1,1,1,1,3,2,309,1,0,0
"310",310,"1007142",1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,310,0,1,0
"311",311,"1149057",1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,1,311,1,1,1
"312",312,"1211582",1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,312,1,1,1
"313",313,"0239454",1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,313,0,1,0
"314",314,"0474273",1,1,0,1,0,1,0,0,0,1,1,0,1,1,3,2,314,1,0,0
"315",315,"1419068",1,1,1,1,0,1,1,0,0,1,1,0,1,0,3,2,315,1,0,0
"316",316,"0067931",1,1,1,1,0,1,0,1,0,1,1,0,0,0,3,3,316,1,0,0
"317",317,"1421561",1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,317,0,1,0
"318",318,"0606095",1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,4,318,1,0,0
"319",319,"0799677",1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,319,0,1,0
"320",320,"0804997",1,1,1,1,0,1,0,0,1,1,1,0,1,0,3,3,320,1,0,0
"321",321,"0856160",1,1,1,1,1,1,0,0,1,0,1,1,1,0,3,2,321,1,0,0
"322",322,"0411980",1,1,0,1,0,1,0,1,0,1,0,0,1,0,3,2,322,1,0,0
"323",323,"0716735",1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,323,0,1,0
"324",324,"0115255",1,1,1,0,0,1,0,0,0,1,1,0,0,1,3,3,324,1,0,0
"325",325,"0155123",1,1,1,1,1,1,0,0,0,1,1,0,1,1,3,3,325,1,0,0
"326",326,"1286895",1,1,1,1,1,0,0,0,0,1,0,0,1,0,3,3,326,1,0,0
"327",327,"1555495",1,1,1,1,0,0,0,0,0,1,1,0,0,0,3,2,327,1,0,0
"328",328,"0582035",1,1,1,1,0,1,1,0,0,1,0,1,1,0,3,2,328,1,0,0
"329",329,"0515918",1,1,1,1,1,1,0,1,0,1,1,0,1,0,3,2,329,1,0,0
"330",330,"0471310",1,1,1,1,0,0,0,0,0,1,0,0,1,0,3,3,330,1,0,0
"331",331,"0202155",1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,2,331,1,0,0
"332",332,"0237754",1,1,0,0,0,1,0,0,0,1,0,0,0,1,2,2,332,0,0,0
"333",333,"0466957",1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,4,333,1,0,0
"334",334,"0853116",1,1,1,1,0,1,0,1,0,1,1,0,0,0,2,2,334,0,0,0
"335",335,"0074444",1,1,1,0,0,0,0,1,0,1,1,0,0,0,3,3,335,1,0,0
"336",336,"0967808",1,1,1,1,0,1,0,1,0,1,1,0,1,1,2,2,336,0,0,0
"337",337,"1329828",1,1,1,1,0,1,0,0,0,1,1,0,0,0,3,2,337,1,0,0
"338",338,"1383823",1,1,1,1,0,1,0,0,0,1,0,0,0,0,3,2,338,1,0,0
"339",339,"1531694",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,339,0,1,0
"340",340,"0007942",1,1,1,1,0,1,0,0,0,1,1,0,0,1,2,2,340,0,0,0
"341",341,"0451483",1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,2,341,1,0,0
"342",342,"1166462",1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,3,342,1,0,0
"343",343,"1179457",1,1,1,1,1,1,1,1,0,1,1,1,0,1,3,2,343,1,0,0
"344",344,"1119755",1,1,1,1,1,1,0,1,0,1,1,1,1,1,3,1,344,1,1,1
"345",345,"0574235",1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2,345,1,0,0
"346",346,"1185257",1,1,1,1,0,0,0,0,0,1,0,0,1,0,3,3,346,1,0,0
"347",347,"1175767",1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,347,1,0,0
"348",348,"0900700",1,1,1,1,0,1,0,0,0,1,0,0,0,0,3,2,348,1,0,0
"349",349,"0602951",1,1,0,1,0,1,0,0,0,1,0,0,0,0,4,4,349,0,0,0
"350",350,"0220854",1,1,1,1,0,1,0,1,0,1,1,0,1,0,3,2,350,1,0,0
"351",351,"1331557",1,1,1,1,0,1,0,1,0,1,1,1,1,1,3,2,351,1,0,0
"352",352,"0794800",1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,1,352,1,1,1
"353",353,"1331815",1,1,1,1,0,1,0,1,0,1,1,0,0,0,3,2,353,1,0,0
"354",354,"0484563",1,1,1,1,0,1,1,0,0,1,1,0,0,1,3,2,354,1,0,0
"355",355,"1183948",1,1,0,1,0,0,0,1,0,1,0,0,0,0,3,3,355,1,0,0
"356",356,"0305530",1,1,1,1,0,0,0,1,0,1,1,1,1,0,3,2,356,1,0,0
"357",357,"1541340",1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,357,0,1,0
"358",358,"0019361",1,1,1,1,0,0,0,0,0,1,1,0,1,0,3,2,358,1,0,0
"359",359,"0930278",1,1,1,1,0,1,0,0,0,1,1,0,1,0,3,3,359,1,0,0
"360",360,"1286413",1,1,0,0,1,0,0,1,0,0,0,0,0,0,3,3,360,1,0,0
"361",361,"0143532",1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,3,361,1,0,0
"362",362,"0370786",1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,2,362,0,0,0
"363",363,"0082292",1,1,1,1,0,1,0,0,0,1,1,0,1,1,3,2,363,1,0,0
"364",364,"1550708",1,1,1,1,0,1,0,1,0,1,1,1,1,1,3,2,364,1,0,0
"365",365,"1406155",1,1,1,1,0,0,0,0,0,1,0,0,0,0,3,3,365,1,0,0
"366",366,"0080433",1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,4,366,1,0,0
"367",367,"0303968",1,1,1,1,0,1,1,1,0,1,1,1,1,1,3,2,367,1,0,0
"368",368,"0714213",1,1,1,1,0,1,1,0,1,1,1,1,1,1,2,1,368,0,1,0
"369",369,"1185337",1,1,0,0,0,0,0,0,0,1,1,0,1,0,3,3,369,1,0,0
"370",370,"0351011",1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,370,1,0,0
"371",371,"1229291",1,1,1,1,0,1,1,0,0,1,1,1,1,1,3,2,371,1,0,0
"372",372,"1106772",1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,372,0,0,0
"373",373,"0568511",1,1,0,1,0,1,0,1,0,0,0,0,0,0,4,3,373,0,0,0
"374",374,"1276640",1,0,0,0,1,0,0,1,0,0,0,0,0,0,3,4,374,1,0,0
"375",375,"0125902",1,1,1,1,0,1,0,1,0,1,1,0,1,0,2,1,375,0,1,0
"376",376,"1337923",1,1,1,1,0,1,0,1,0,1,0,0,0,0,2,2,376,0,0,0
"377",377,"0711605",1,1,1,1,0,1,1,0,1,1,1,1,1,1,3,1,377,1,1,1
"378",378,"0806526",1,1,1,1,0,1,0,1,0,1,1,0,1,1,6,2,378,0,0,0
"379",379,"1298956",1,1,0,0,1,0,0,1,1,1,0,0,1,0,3,4,379,1,0,0
"380",380,"0817927",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,380,0,1,0
"381",381,"0963486",1,1,1,1,0,1,0,0,0,1,1,0,1,0,2,3,381,0,0,0
"382",382,"0204605",1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,382,0,1,0
"383",383,"0995999",1,1,1,1,0,1,0,1,0,1,1,0,1,1,6,3,383,0,0,0
"384",384,"1146613",1,1,1,1,0,1,1,0,0,1,1,1,1,1,3,1,384,1,1,1
"385",385,"0918918",1,1,1,1,0,1,0,1,0,1,1,0,1,0,2,1,385,0,1,0
"386",386,"1341764",1,1,1,0,0,1,0,0,0,1,1,0,1,1,6,4,386,0,0,0
"387",387,"0570450",1,1,1,1,1,1,1,0,0,1,1,1,1,0,3,2,387,1,0,0
"388",388,"0903855",1,1,1,1,0,1,1,1,0,1,1,0,1,1,4,2,388,0,0,0
"389",389,"0835463",1,1,1,1,0,1,0,1,1,1,1,0,1,0,3,2,389,1,0,0
"390",390,"1228009",1,1,1,1,0,1,0,0,0,1,0,0,1,0,3,3,390,1,0,0
"391",391,"1112433",1,1,1,1,1,1,0,0,0,1,1,0,1,0,3,2,391,1,0,0
"392",392,"0329230",1,1,1,1,1,0,0,1,0,1,1,0,1,1,3,2,392,1,0,0
"393",393,"0552214",1,1,1,1,0,1,0,0,0,1,1,0,1,0,3,2,393,1,0,0
"394",394,"0752918",2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,394,0,1,0
"395",395,"0617232",1,1,1,1,0,1,0,1,0,1,1,0,0,0,3,1,395,1,1,1
"396",396,"1535751",1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,396,0,1,0
"397",397,"0700589",1,1,1,1,0,0,1,0,1,1,1,0,1,0,2,1,397,0,1,0
"398",398,"0119986",1,1,1,1,0,1,0,0,0,1,1,0,0,0,3,2,398,1,0,0
"399",399,"0464584",1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,3,399,1,0,0
"400",400,"0211201",1,1,1,1,1,1,1,0,0,1,1,1,1,1,3,2,400,1,0,0
"401",401,"0423064",1,1,1,1,0,1,0,1,0,1,1,0,1,0,3,2,401,1,0,0
"402",402,"1560706",1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,402,0,1,0
"403",403,"1480161",1,1,1,1,0,1,1,0,1,1,1,1,1,1,3,1,403,1,1,1
"404",404,"0161856",1,1,1,1,1,1,0,1,0,1,1,0,1,0,2,1,404,0,1,0
"405",405,"0549522",1,1,1,1,0,1,0,0,0,1,1,0,0,0,3,2,405,1,0,0
"406",406,"1098024",1,1,1,1,0,1,1,1,1,0,1,0,1,0,3,1,406,1,1,1
"407",407,"0581082",1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,3,407,0,0,0
"408",408,"0693799",1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,408,0,1,0
"409",409,"0007039",1,1,1,1,0,1,0,0,0,1,0,1,1,0,3,3,409,1,0,0
"410",410,"1554489",1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,410,0,1,0
"411",411,"0992771",1,1,1,1,0,1,0,1,1,1,1,0,1,0,3,1,411,1,1,1
"412",412,"0307496",1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,2,412,0,0,0
"413",413,"0502059",1,1,1,1,0,1,0,0,0,1,1,1,1,1,3,2,413,1,0,0
"414",414,"0200788",1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,414,0,1,0
"415",415,"0893166",1,1,1,0,0,1,1,0,1,1,1,1,1,1,2,1,415,0,1,0
"416",416,"1246984",1,1,1,1,0,1,0,0,0,1,1,1,0,0,3,2,416,1,0,0
"417",417,"0604700",1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,417,1,0,0
"418",418,"0994461",1,1,1,1,0,1,0,0,0,1,1,0,0,0,2,1,418,0,1,0
"419",419,"0029296",1,1,1,1,0,1,0,1,0,1,1,0,1,0,3,2,419,1,0,0
"420",420,"1202868",1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,420,1,0,0
"421",421,"0181142",1,1,0,1,0,1,0,1,1,1,1,1,1,1,3,2,421,1,0,0
"422",422,"1568534",1,1,1,1,0,1,0,0,0,1,1,0,0,0,5,2,422,0,0,0
"423",423,"1240862",1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,2,423,0,0,0
"424",424,"1107741",1,1,1,1,0,1,0,1,0,1,1,0,1,0,3,1,424,1,1,1
"425",425,"0276299",1,1,1,0,0,1,1,1,0,1,1,1,1,1,3,2,425,1,0,0
"426",426,"0616602",1,1,1,0,0,1,0,1,0,1,0,0,1,0,6,1,426,0,1,0
"427",427,"1346543",1,1,1,1,0,1,0,1,0,1,1,0,1,0,2,2,427,0,0,0
"428",428,"1074298",1,1,1,1,0,1,0,1,1,1,1,1,1,0,2,1,428,0,1,0
"429",429,"1442730",1,1,1,1,1,1,0,1,0,1,1,0,1,0,3,2,429,1,0,0
"430",430,"0748503",1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,430,0,1,0
"431",431,"0447929",1,1,1,1,0,0,0,0,0,1,1,0,1,1,3,2,431,1,0,0
"432",432,"1438197",1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,2,432,0,0,0
"433",433,"0442437",1,1,0,0,0,0,0,1,0,1,0,0,1,0,3,3,433,1,0,0
"434",434,"0108828",1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,434,1,0,0
"435",435,"1137034",1,1,1,1,0,1,0,0,0,1,1,0,0,0,3,2,435,1,0,0
"436",436,"0869731",1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,436,0,1,0
"437",437,"1305483",1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,437,1,0,0
"438",438,"0792090",1,1,1,1,1,1,0,0,0,1,1,0,0,0,3,1,438,1,1,1
"439",439,"0002344",1,1,1,1,0,1,0,0,0,1,1,1,1,0,3,2,439,1,0,0
"440",440,"0339123",1,1,1,1,0,0,0,0,0,1,1,1,0,0,3,2,440,1,0,0
"441",441,"0080922",1,1,1,1,0,1,0,1,0,1,1,1,1,1,3,2,441,1,0,0
"442",442,"0663668",1,1,1,1,0,1,1,0,1,1,1,0,1,1,3,1,442,1,1,1
"443",443,"0261472",1,1,1,1,0,1,1,0,0,1,1,0,1,0,3,2,443,1,0,0
"444",444,"0918615",1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,444,0,1,0
"445",445,"0690842",1,1,1,1,0,1,1,1,0,1,1,1,1,0,3,1,445,1,1,1
"446",446,"1071827",1,1,1,1,1,1,0,0,0,1,1,0,1,0,3,1,446,1,1,1
"447",447,"0671014",1,1,1,1,0,0,1,1,0,0,1,1,1,0,2,1,447,0,1,0
"448",448,"1575025",1,1,0,1,0,1,0,1,0,1,1,0,1,0,3,3,448,1,0,0
"449",449,"0021846",1,1,1,1,0,1,0,1,0,1,1,0,1,0,3,2,449,1,0,0
"450",450,"0645607",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,450,1,1,1
"451",451,"0694989",1,1,1,1,0,0,1,1,0,1,1,1,1,1,2,1,451,0,1,0
"452",452,"1484637",1,1,1,1,0,1,0,0,0,0,1,0,0,0,3,2,452,1,0,0
"453",453,"1055192",1,1,1,1,0,1,0,1,1,1,1,0,1,0,3,1,453,1,1,1
"454",454,"0456895",1,1,1,1,0,1,0,1,0,0,1,0,1,1,3,3,454,1,0,0
"455",455,"1492166",1,1,1,1,0,1,0,1,1,1,1,1,1,1,3,1,455,1,1,1
"456",456,"0056584",1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,456,0,0,0
"457",457,"1178800",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,457,0,0,0
"458",458,"0382739",1,1,1,1,0,1,1,0,0,1,1,1,1,1,3,1,458,1,1,1
"459",459,"1129477",1,1,1,1,0,1,0,0,0,1,1,0,1,0,3,1,459,1,1,1
"460",460,"1224799",1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,460,0,1,0
"461",461,"0402636",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,461,0,0,0
"462",462,"1413791",1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,462,0,1,0
"463",463,"1531468",1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,463,0,1,0
"464",464,"0424544",1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,2,464,0,0,0
"465",465,"0196954",1,1,1,0,0,1,0,0,0,1,1,0,1,1,3,2,465,1,0,0
"466",466,"0864494",1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,466,0,1,0
"467",467,"0942683",1,1,0,0,0,1,0,0,0,1,0,0,0,0,3,1,467,1,1,1
"468",468,"0725896",1,1,1,1,0,1,1,0,0,1,1,1,1,1,3,1,468,1,1,1
"469",469,"0886541",1,0,0,0,0,1,0,0,0,1,0,0,1,0,2,2,469,0,0,0
"470",470,"1136881",1,1,1,1,1,1,0,0,0,1,1,0,0,0,3,2,470,1,0,0
"471",471,"1080644",1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,471,0,1,0
"472",472,"1397578",1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,472,0,1,0
"473",473,"0923911",1,1,1,1,1,1,0,0,0,1,1,0,1,1,3,2,473,1,0,0
"474",474,"1264755",1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,474,1,0,0
"475",475,"0741843",1,1,1,1,0,0,1,0,1,1,1,0,1,0,2,1,475,0,1,0
"476",476,"0443399",1,1,1,1,0,1,0,1,0,1,1,0,1,0,3,2,476,1,0,0
"477",477,"1248422",1,1,0,1,0,1,0,0,0,1,1,0,0,0,3,1,477,1,1,1
"478",478,"0804240",1,1,1,1,0,1,0,0,1,1,1,0,1,0,3,2,478,1,0,0
"479",479,"1330166",1,1,1,1,0,1,0,0,0,1,1,0,1,0,2,3,479,0,0,0
"480",480,"1017309",1,1,1,1,0,1,0,1,0,1,1,0,0,0,3,2,480,1,0,0
"481",481,"1394825",1,1,1,1,0,1,0,0,0,1,0,0,0,0,3,2,481,1,0,0
"482",482,"0354491",1,1,1,1,0,1,0,0,0,1,0,0,0,0,3,3,482,1,0,0
"483",483,"0263520",1,1,1,1,0,1,0,0,0,1,1,0,1,1,3,2,483,1,0,0
"484",484,"0502598",1,1,1,1,0,1,0,0,0,1,1,0,1,0,3,2,484,1,0,0
"485",485,"1489490",1,1,1,1,0,1,0,0,0,1,1,0,1,1,3,2,485,1,0,0
"486",486,"0478139",1,1,1,1,0,1,0,0,0,1,1,1,1,1,3,1,486,1,1,1
"487",487,"0057524",1,1,1,1,0,1,0,1,0,1,1,0,1,0,3,2,487,1,0,0
"488",488,"1381470",1,1,1,1,0,1,0,0,0,1,1,0,0,0,2,2,488,0,0,0
"489",489,"0969791",1,1,1,1,0,1,0,0,0,1,1,0,1,0,3,1,489,1,1,1
"490",490,"1212256",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,490,0,1,0
"491",491,"0367991",1,1,1,1,0,1,1,0,0,1,1,0,0,0,3,2,491,1,0,0
"492",492,"1046974",1,1,1,1,0,1,0,0,1,1,1,0,1,0,3,1,492,1,1,1
"493",493,"0992881",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,493,0,1,0
"494",494,"0741493",1,1,1,1,0,1,1,0,0,1,1,1,1,1,3,1,494,1,1,1
"495",495,"1431598",1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,495,0,1,0
"496",496,"0879592",1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,496,0,1,0
"497",497,"1440221",1,1,0,1,0,1,0,0,0,1,0,0,0,0,3,2,497,1,0,0
"498",498,"0966661",1,1,1,1,1,1,0,1,1,1,1,0,1,1,4,2,498,0,0,0
"499",499,"0499168",1,1,1,1,0,1,0,1,0,1,1,1,1,1,3,1,499,1,1,1
"500",500,"0277628",1,1,1,1,0,1,0,0,0,1,1,0,1,1,3,2,500,1,0,0
"501",501,"0952044",1,1,1,1,1,1,0,0,0,1,1,1,1,1,3,2,501,1,0,0
"502",502,"0104305",2,1,1,1,0,1,0,0,0,1,1,0,1,0,3,3,502,1,0,0
"503",503,"0728398",1,1,1,1,0,1,1,0,0,1,1,0,1,0,3,1,503,1,1,1
"504",504,"0023735",1,1,0,0,0,0,0,0,0,1,0,0,1,0,3,3,504,1,0,0
"505",505,"1329405",1,1,1,1,0,1,0,0,0,1,1,1,1,0,3,2,505,1,0,0
"506",506,"1113839",1,1,1,1,0,1,0,1,0,1,1,0,1,0,3,1,506,1,1,1
"507",507,"0385588",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,507,1,0,0
"508",508,"1136890",1,1,1,1,1,1,0,1,1,1,1,1,0,0,3,1,508,1,1,1
"509",509,"1084721",1,1,1,1,0,1,0,1,1,1,1,0,1,0,3,1,509,1,1,1
"510",510,"1135878",1,1,1,1,0,1,0,1,0,1,1,1,1,0,3,2,510,1,0,0
"511",511,"1110748",1,1,1,1,1,1,0,0,1,1,1,0,1,0,3,1,511,1,1,1
"512",512,"0546834",1,1,1,1,0,1,0,1,0,1,1,1,1,1,3,1,512,1,1,1
"513",513,"0231909",1,1,1,1,1,1,1,0,0,1,1,1,1,1,3,1,513,1,1,1
"514",514,"1435628",1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,514,0,1,0
"515",515,"0762042",1,1,1,1,0,1,1,1,0,1,1,1,1,1,2,1,515,0,1,0
"516",516,"1144762",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,516,0,1,0
"517",517,"0702943",1,1,1,1,0,1,0,0,1,1,1,0,1,1,2,1,517,0,1,0
"518",518,"0013792",1,1,1,0,0,1,0,1,0,1,1,1,0,0,3,2,518,1,0,0
"519",519,"1234619",1,1,1,1,0,1,0,1,0,1,1,0,1,0,3,1,519,1,1,1
"520",520,"0761381",1,1,1,1,0,1,0,0,0,1,1,0,1,0,2,1,520,0,1,0
"521",521,"0146454",1,1,1,0,1,1,0,1,0,1,1,0,0,0,3,2,521,1,0,0
"522",522,"1117660",1,1,1,1,1,1,0,1,1,1,1,0,1,0,2,1,522,0,1,0
"523",523,"0673538",1,1,1,1,0,1,0,0,0,1,1,0,1,0,2,1,523,0,1,0
"524",524,"1101388",1,1,1,1,0,1,0,0,0,1,1,0,1,1,3,1,524,1,1,1
"525",525,"0856999",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,525,1,0,0
"526",526,"0460397",1,1,1,1,0,1,0,0,0,1,1,0,1,1,3,3,526,1,0,0
"527",527,"0110732",1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,527,1,1,1
"528",528,"0511695",1,1,1,1,0,1,0,0,0,1,1,1,1,1,3,2,528,1,0,0
"529",529,"1260710",1,1,0,1,0,1,0,0,0,0,0,0,0,0,3,2,529,1,0,0
"530",530,"1074580",1,1,1,1,0,1,0,0,0,1,1,1,1,0,3,1,530,1,1,1
"531",531,"0516814",1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,2,531,0,0,0
"532",532,"0924380",1,1,1,1,0,1,1,0,0,1,1,1,1,1,3,2,532,1,0,0
"533",533,"1450679",1,1,1,1,0,1,0,1,0,1,1,0,1,0,3,2,533,1,0,0
"534",534,"0566005",1,1,1,1,0,1,0,0,0,1,1,1,1,1,3,2,534,1,0,0
"535",535,"0156050",1,1,1,1,0,1,0,1,0,1,1,1,1,1,3,2,535,1,0,0
"536",536,"0691392",1,1,1,1,0,1,1,0,0,1,1,1,1,1,3,1,536,1,1,1
"537",537,"1589851",1,1,1,1,0,0,0,0,0,1,1,0,0,0,3,2,537,1,0,0
"538",538,"0237023",1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,538,0,1,0
"539",539,"1458810",1,1,1,1,1,1,0,0,0,0,1,0,0,0,3,2,539,1,0,0
"540",540,"0192909",1,1,0,0,0,0,0,0,0,1,1,0,1,0,3,3,540,1,0,0
"541",541,"0988912",1,1,1,1,0,1,0,1,0,1,1,0,1,0,2,2,541,0,0,0
"542",542,"0865094",1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,542,0,1,0
"543",543,"1117072",1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,543,0,1,0
"544",544,"1485564",1,1,1,1,0,1,1,1,1,1,1,1,1,0,3,1,544,1,1,1
