"","...1","LLAVEVIV","HOGAR","H18A_ESTU","H18B_REFR","H18C_LAVA","H18D_MCOS","H18E_ABAN","H18F_AIRE","H18G_RADI","H18H_TRES","H18I_TCEL","H18J_TV","H18K_COMP","H18L_INTER","H18M_AUTO","V03_TENE","V11_SANIT","id_hogar","vivienda_propia","alcantarillado","casa_propiacon_alcantarillado"
"821",821,"0053392",1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,2,821,0,0,0
"822",822,"1547126",1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,822,0,1,0
"823",823,"0546736",1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,823,0,1,0
"824",824,"0425870",1,1,0,0,0,0,0,1,0,1,0,0,1,0,3,3,824,1,0,0
"825",825,"0119168",1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,2,825,1,0,0
"826",826,"1008662",1,1,1,1,0,1,1,0,0,1,1,1,1,1,2,1,826,0,1,0
"827",827,"1309044",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,827,1,0,0
"828",828,"0972836",1,1,1,1,1,0,0,1,1,1,1,0,0,1,3,2,828,1,0,0
"829",829,"0287505",1,1,1,0,0,1,0,0,0,1,0,0,1,0,3,2,829,1,0,0
"830",830,"1129840",1,1,1,1,0,1,1,1,1,1,1,0,1,1,3,1,830,1,1,1
"831",831,"1140003",1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,831,0,1,0
"832",832,"0615258",1,1,1,1,0,1,0,1,1,1,1,0,1,0,3,1,832,1,1,1
"833",833,"0230069",1,1,1,1,0,1,0,1,1,1,1,0,1,0,2,1,833,0,1,0
"834",834,"1329633",1,1,1,0,0,1,0,1,0,1,1,0,1,0,3,2,834,1,0,0
"835",835,"0096903",1,1,0,1,0,1,0,0,0,1,1,0,0,0,3,4,835,1,0,0
"836",836,"0316310",1,1,1,1,1,1,0,1,0,1,1,0,0,0,3,2,836,1,0,0
"837",837,"1218430",1,1,1,1,0,1,0,1,0,1,1,1,1,1,3,2,837,1,0,0
"838",838,"0335045",1,1,1,1,1,1,0,0,1,0,1,0,1,0,3,3,838,1,0,0
"839",839,"1277761",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,839,1,0,0
"840",840,"0173730",1,1,1,1,1,1,0,0,0,1,0,0,0,0,3,2,840,1,0,0
"841",841,"1510579",1,1,1,1,0,1,0,1,0,1,1,1,1,0,3,3,841,1,0,0
"842",842,"0929248",1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,2,842,1,0,0
"843",843,"1392152",1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,843,0,1,0
"844",844,"1022166",1,1,1,1,0,1,0,1,0,1,1,1,1,0,3,2,844,1,0,0
"845",845,"1229719",1,1,1,1,0,1,0,1,0,0,1,0,0,0,3,3,845,1,0,0
"846",846,"0761279",1,1,1,1,0,1,1,1,0,1,1,0,1,0,3,1,846,1,1,1
"847",847,"0227454",1,1,1,1,0,1,0,0,0,1,1,0,0,0,3,2,847,1,0,0
"848",848,"0192463",1,1,1,1,1,1,1,0,0,1,1,1,1,0,3,2,848,1,0,0
"849",849,"0760404",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,849,0,1,0
"850",850,"0690509",1,1,1,0,0,0,0,1,0,1,1,0,1,0,2,1,850,0,1,0
"851",851,"0704830",1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,851,0,1,0
"852",852,"0874166",1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,852,0,1,0
"853",853,"0530257",1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,853,0,1,0
"854",854,"0330956",1,1,1,1,1,1,0,0,0,1,1,1,1,1,3,2,854,1,0,0
"855",855,"0921090",1,1,1,0,0,0,0,1,0,1,1,0,0,0,2,2,855,0,0,0
"856",856,"1548545",1,1,1,1,0,1,1,1,0,1,1,1,1,1,3,2,856,1,0,0
"857",857,"0860735",1,1,1,1,0,1,0,0,0,1,1,0,1,0,3,2,857,1,0,0
"858",858,"0750452",1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,858,0,1,0
"859",859,"1295343",1,1,0,0,1,0,0,0,0,1,0,1,0,0,3,3,859,1,0,0
"860",860,"0213866",1,1,1,1,1,1,0,0,0,0,1,0,1,0,3,2,860,1,0,0
"861",861,"0963418",1,1,1,1,0,1,1,0,0,1,1,1,1,1,3,2,861,1,0,0
"862",862,"0370830",1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,2,862,0,0,0
"863",863,"0101921",1,1,0,0,0,0,0,1,0,1,1,0,0,0,3,2,863,1,0,0
"864",864,"0161550",1,1,1,1,0,1,1,0,0,1,1,0,1,0,4,1,864,0,1,0
"865",865,"0927031",1,1,1,1,0,1,0,0,1,1,1,0,1,0,3,2,865,1,0,0
"866",866,"0524182",1,1,1,1,0,1,0,1,0,1,1,0,1,0,3,2,866,1,0,0
"867",867,"1344165",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,867,0,1,0
"868",868,"1165265",1,1,1,1,0,1,0,1,1,1,1,1,1,1,3,2,868,1,0,0
"869",869,"1579130",1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,869,0,1,0
"870",870,"1124823",1,1,1,1,1,1,0,1,0,1,1,0,1,0,3,1,870,1,1,1
"871",871,"0602500",1,1,1,1,0,1,0,0,0,1,1,0,1,0,3,2,871,1,0,0
"872",872,"0790989",1,1,1,1,0,1,1,1,1,0,1,1,1,0,3,1,872,1,1,1
"873",873,"1084521",1,1,1,1,0,1,1,1,0,1,1,1,1,1,2,1,873,0,1,0
"874",874,"0370514",1,1,1,1,1,1,0,0,1,1,1,1,1,1,3,2,874,1,0,0
"875",875,"0698412",1,1,1,1,0,1,1,0,1,1,1,1,1,1,3,1,875,1,1,1
"876",876,"0569425",1,1,1,1,0,1,0,1,0,1,1,0,0,0,3,3,876,1,0,0
"877",877,"1294055",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,877,1,0,0
"878",878,"0720659",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,878,0,1,0
"879",879,"0340877",1,1,1,1,0,1,1,1,0,1,1,0,1,1,3,2,879,1,0,0
"880",880,"0867263",1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,880,0,1,0
"881",881,"1362310",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,881,0,1,0
"882",882,"0283250",1,1,1,1,0,1,0,1,0,1,1,0,0,0,3,2,882,1,0,0
"883",883,"1358629",1,1,1,1,0,0,0,0,0,1,1,0,0,0,3,3,883,1,0,0
"884",884,"1113740",1,1,1,1,0,1,0,0,0,1,1,0,0,0,3,1,884,1,1,1
"885",885,"0812069",1,1,1,1,0,1,1,0,1,1,1,1,1,1,3,1,885,1,1,1
"886",886,"0274072",1,1,1,1,0,1,0,1,0,1,1,0,0,0,3,2,886,1,0,0
"887",887,"0186470",1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,887,0,1,0
"888",888,"1378345",1,1,1,1,1,1,0,0,0,1,1,1,1,0,3,3,888,1,0,0
"889",889,"0632403",1,1,1,1,1,1,1,0,0,1,1,1,1,1,2,1,889,0,1,0
"890",890,"0672805",1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,890,1,1,1
"891",891,"0229035",1,1,1,1,0,1,0,0,0,0,1,0,0,0,3,1,891,1,1,1
"892",892,"0031203",1,1,1,0,0,1,0,0,0,1,0,0,1,0,2,2,892,0,0,0
"893",893,"0770164",1,1,1,1,0,1,0,1,1,1,1,0,1,0,2,1,893,0,1,0
"894",894,"0858016",1,1,1,0,0,1,0,0,1,1,1,1,1,0,3,2,894,1,0,0
"895",895,"1130401",1,1,1,1,0,1,0,1,0,1,1,0,0,0,3,1,895,1,1,1
"896",896,"1377338",1,1,1,1,0,0,1,0,0,1,1,1,1,1,4,2,896,0,0,0
"897",897,"0482830",1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,897,0,1,0
"898",898,"0418096",1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,2,898,0,0,0
"899",899,"1055078",1,1,1,1,1,1,0,1,0,1,1,0,1,0,3,1,899,1,1,1
"900",900,"1320253",1,1,0,0,1,0,0,1,0,0,0,0,0,0,3,2,900,1,0,0
"901",901,"1049982",1,1,1,1,0,1,1,0,1,1,1,1,1,0,2,1,901,0,1,0
"902",902,"0211273",1,1,1,1,0,1,0,0,0,1,1,1,1,1,3,2,902,1,0,0
"903",903,"0082021",1,1,1,0,0,1,0,0,0,1,1,0,1,0,3,2,903,1,0,0
"904",904,"1392999",1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,904,0,1,0
"905",905,"1484229",1,1,1,1,0,1,0,0,0,1,1,0,0,1,3,2,905,1,0,0
"906",906,"1161077",1,1,1,1,0,1,1,1,0,1,1,1,1,1,3,2,906,1,0,0
"907",907,"0732424",1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,907,0,1,0
"908",908,"1017111",1,1,1,1,0,1,0,0,0,1,1,0,0,1,3,2,908,1,0,0
"909",909,"0077553",1,1,1,1,0,1,0,1,0,1,1,1,1,0,3,2,909,1,0,0
"910",910,"0871053",1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,910,0,1,0
"911",911,"0499252",1,1,1,1,0,1,0,0,0,1,1,0,1,0,3,4,911,1,0,0
"912",912,"1307997",1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,3,912,1,0,0
"913",913,"1337881",1,1,1,1,0,1,1,0,1,1,1,1,1,1,3,2,913,1,0,0
"914",914,"0098235",1,1,1,1,0,1,0,1,0,1,1,0,1,0,3,1,914,1,1,1
"915",915,"0296706",1,1,1,1,1,1,0,1,0,1,1,1,1,1,3,2,915,1,0,0
"916",916,"1504876",1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,916,0,1,0
"917",917,"1277224",1,1,0,0,1,0,0,1,0,1,0,0,0,0,3,3,917,1,0,0
"918",918,"0905776",1,1,1,1,0,1,0,0,0,1,1,1,1,0,3,4,918,1,0,0
"919",919,"0886391",1,1,1,0,0,1,0,0,0,1,1,0,1,0,3,1,919,1,1,1
"920",920,"0859911",1,1,1,1,0,1,1,1,0,1,1,1,1,0,4,1,920,0,1,0
"921",921,"1520800",1,1,1,1,1,1,0,0,0,1,1,0,1,1,3,2,921,1,0,0
"922",922,"0407030",1,1,1,1,0,1,0,0,0,1,1,0,0,1,3,2,922,1,0,0
"923",923,"1578456",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,923,0,1,0
"924",924,"1446469",1,1,0,0,0,0,0,0,0,1,0,0,1,0,3,3,924,1,0,0
"925",925,"0572237",2,1,1,1,0,0,0,0,0,1,0,0,1,0,3,1,925,1,1,1
"926",926,"0408384",1,1,1,1,0,0,0,1,0,1,1,0,0,0,3,2,926,1,0,0
"927",927,"1564352",1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,2,927,0,0,0
"928",928,"0863449",1,1,1,1,1,1,0,1,0,1,1,1,1,1,2,1,928,0,1,0
"929",929,"0298865",1,1,1,0,0,1,0,0,0,1,1,0,1,1,3,2,929,1,0,0
"930",930,"0324962",1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,930,0,1,0
"931",931,"0097086",1,1,1,1,0,0,0,0,0,1,1,0,1,0,3,3,931,1,0,0
"932",932,"1577962",1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,932,0,1,0
"933",933,"1438064",1,1,1,1,0,1,0,1,0,1,1,0,1,1,3,2,933,1,0,0
"934",934,"0338107",1,1,1,1,0,1,1,1,0,1,1,1,1,1,3,2,934,1,0,0
"935",935,"0456773",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,935,1,0,0
"936",936,"0198816",1,1,1,1,0,1,1,0,1,1,1,0,1,1,2,2,936,0,0,0
"937",937,"0582278",1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,937,1,0,0
"938",938,"1196134",1,1,1,1,0,0,0,1,0,1,0,0,0,0,3,3,938,1,0,0
"939",939,"0626267",1,1,1,1,0,1,1,1,0,1,1,0,0,0,2,1,939,0,1,0
"940",940,"1017054",1,1,1,1,1,1,0,0,0,1,0,0,1,0,3,2,940,1,0,0
"941",941,"1310536",1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,4,941,1,0,0
"942",942,"0652518",1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,942,1,1,1
"943",943,"0923359",1,1,1,1,0,1,0,1,0,1,1,0,1,0,3,2,943,1,0,0
"944",944,"0012259",1,1,0,1,1,0,0,1,0,1,1,1,0,0,3,2,944,1,0,0
"945",945,"0068958",1,1,1,1,0,1,0,0,0,1,1,0,0,0,3,3,945,1,0,0
"946",946,"0957104",1,1,1,1,0,1,0,0,0,1,1,0,0,0,2,1,946,0,1,0
"947",947,"1347298",1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,947,0,1,0
"948",948,"0704887",1,1,1,1,0,1,1,1,0,1,0,0,1,0,2,1,948,0,1,0
"949",949,"1133366",1,1,1,1,0,1,0,1,1,1,1,0,0,1,3,1,949,1,1,1
"950",950,"1218604",1,1,1,1,0,1,0,0,0,1,1,0,1,1,3,2,950,1,0,0
"951",951,"0693732",1,1,1,1,1,1,0,1,1,1,1,0,1,1,3,1,951,1,1,1
"952",952,"0384767",1,1,1,1,0,1,0,0,0,1,0,0,1,0,2,2,952,0,0,0
"953",953,"1366080",1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,953,0,1,0
"954",954,"1524934",1,1,1,0,0,1,0,1,0,1,1,0,1,0,3,2,954,1,0,0
"955",955,"1539577",1,0,0,0,0,0,0,0,0,1,0,0,1,0,4,3,955,0,0,0
"956",956,"0964608",1,1,1,1,0,1,0,0,0,1,1,0,0,0,3,2,956,1,0,0
"957",957,"1326431",1,1,0,0,0,0,0,0,0,1,1,0,0,0,3,2,957,1,0,0
"958",958,"0383551",1,1,1,1,0,1,0,1,0,1,1,0,1,0,3,1,958,1,1,1
"959",959,"0491179",1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,959,0,1,0
"960",960,"1259764",1,1,0,0,0,1,0,0,0,0,0,0,0,0,4,2,960,0,0,0
"961",961,"0894389",1,1,1,1,0,1,0,0,0,1,0,0,0,0,2,1,961,0,1,0
"962",962,"0213589",1,1,1,1,0,1,0,0,0,1,1,0,1,1,3,2,962,1,0,0
"963",963,"0721576",1,1,1,1,0,1,1,0,0,1,1,1,1,1,2,1,963,0,1,0
"964",964,"1337075",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,964,0,0,0
"965",965,"0692051",1,1,1,1,0,1,1,0,1,1,1,1,1,1,3,1,965,1,1,1
"966",966,"1405987",1,1,1,1,0,1,0,0,0,1,1,0,1,0,3,2,966,1,0,0
"967",967,"1133544",1,1,1,1,0,0,0,1,0,1,1,0,0,0,3,1,967,1,1,1
"968",968,"0693345",1,1,1,1,0,1,1,1,1,1,1,1,1,0,2,1,968,0,1,0
"969",969,"1520324",1,1,1,1,0,1,0,1,0,1,1,1,1,1,4,2,969,0,0,0
"970",970,"1456885",1,1,1,1,0,1,1,1,1,1,1,1,1,0,3,2,970,1,0,0
"971",971,"0323857",1,1,1,1,0,1,0,1,0,1,1,0,1,0,3,2,971,1,0,0
"972",972,"0228852",1,1,1,1,0,1,1,1,0,1,1,1,1,0,3,1,972,1,1,1
"973",973,"1332516",1,1,0,1,0,1,0,0,0,1,1,0,0,0,2,2,973,0,0,0
"974",974,"1580694",1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,974,0,1,0
"975",975,"0592595",1,1,0,1,0,0,0,0,0,1,1,0,1,0,3,3,975,1,0,0
"976",976,"0782775",1,1,1,1,0,1,1,0,0,1,1,0,1,0,3,1,976,1,1,1
"977",977,"1486451",1,1,1,1,0,1,1,1,0,1,1,1,1,1,3,1,977,1,1,1
"978",978,"1332137",1,1,1,1,1,1,1,1,1,1,1,0,1,0,3,2,978,1,0,0
"979",979,"0647872",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,979,1,1,1
"980",980,"1391083",1,1,1,0,0,1,0,0,0,1,1,0,1,1,3,3,980,1,0,0
"981",981,"1207301",1,1,1,1,0,1,1,0,1,1,1,1,1,0,3,1,981,1,1,1
"982",982,"0025441",1,1,1,1,0,1,0,0,0,1,1,0,1,1,3,2,982,1,0,0
"983",983,"0304695",1,1,0,0,0,0,0,0,0,1,1,0,0,0,2,3,983,0,0,0
"984",984,"0282934",1,0,0,1,0,1,0,0,0,1,0,0,1,0,4,2,984,0,0,0
"985",985,"0368964",1,1,1,1,0,1,0,0,0,1,1,0,0,0,3,2,985,1,0,0
"986",986,"1478312",1,1,1,1,0,1,0,0,1,1,1,1,1,0,3,2,986,1,0,0
"987",987,"0124455",1,1,1,0,0,1,0,1,0,1,1,0,1,0,2,2,987,0,0,0
"988",988,"0815263",1,1,1,1,0,1,0,1,0,1,1,0,1,1,3,2,988,1,0,0
"989",989,"0027613",1,1,0,0,0,0,0,0,0,1,0,0,1,0,3,2,989,1,0,0
"990",990,"0635771",1,1,1,1,0,1,1,0,1,1,1,1,1,1,2,1,990,0,1,0
"991",991,"1096503",1,1,1,1,0,1,1,1,0,1,1,0,1,1,3,1,991,1,1,1
"992",992,"0469550",1,1,1,1,1,1,0,0,0,1,1,1,1,1,3,3,992,1,0,0
"993",993,"0521930",1,1,1,1,0,1,0,0,1,1,1,0,0,1,4,2,993,0,0,0
"994",994,"1337521",1,1,1,0,0,1,0,0,0,1,0,0,0,1,3,2,994,1,0,0
"995",995,"0758092",1,1,1,1,0,1,1,0,1,1,1,1,1,0,3,1,995,1,1,1
"996",996,"0159365",1,1,1,1,0,1,0,1,0,1,1,0,1,0,4,1,996,0,1,0
"997",997,"0409608",1,1,1,1,0,1,1,1,0,1,1,1,1,1,3,2,997,1,0,0
"998",998,"0258777",1,1,1,1,0,1,0,1,0,1,1,0,1,0,4,2,998,0,0,0
"999",999,"0996506",1,1,1,1,0,1,0,0,0,1,0,0,0,0,3,2,999,1,0,0
"1000",1000,"0153316",1,1,0,0,0,0,0,1,0,1,0,0,0,0,3,3,1000,1,0,0
"1001",1001,"0288543",1,1,1,1,0,1,0,1,0,1,1,0,1,1,3,2,1001,1,0,0
"1002",1002,"0099561",1,1,1,1,1,1,0,1,0,1,1,1,1,0,3,2,1002,1,0,0
"1003",1003,"0798766",1,1,1,1,0,1,0,0,0,1,1,1,1,1,3,1,1003,1,1,1
"1004",1004,"0065533",1,1,1,1,0,0,0,1,0,0,1,0,0,0,3,3,1004,1,0,0
"1005",1005,"1407030",1,1,0,0,0,0,0,0,0,1,0,0,1,0,6,2,1005,0,0,0
"1006",1006,"0464151",1,0,0,0,0,1,0,0,0,1,0,0,1,0,3,4,1006,1,0,0
"1007",1007,"0780597",1,1,1,1,0,1,0,0,0,1,1,0,1,0,2,1,1007,0,1,0
"1008",1008,"0167316",1,1,1,1,0,1,1,1,1,1,1,0,1,0,4,1,1008,0,1,0
"1009",1009,"0805142",1,1,1,1,0,1,0,0,0,1,1,0,1,0,3,2,1009,1,0,0
"1010",1010,"1559398",1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1010,0,1,0
"1011",1011,"0577556",1,1,1,1,0,1,0,1,0,1,1,0,1,0,3,2,1011,1,0,0
"1012",1012,"0915664",1,1,0,0,0,1,0,0,0,1,0,0,1,0,2,1,1012,0,1,0
"1013",1013,"1010127",1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1013,0,1,0
"1014",1014,"0487915",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1014,1,1,1
"1015",1015,"1267615",1,1,0,0,1,0,0,0,0,1,1,0,1,0,3,2,1015,1,0,0
"1016",1016,"0929133",2,1,1,1,0,1,0,0,0,1,1,0,1,0,4,3,1016,0,0,0
"1017",1017,"1384004",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1017,0,1,0
"1018",1018,"0900482",1,1,1,1,1,1,0,0,0,1,0,1,1,0,2,2,1018,0,0,0
"1019",1019,"0376287",1,1,1,1,0,1,0,0,1,1,1,1,1,1,3,2,1019,1,0,0
"1020",1020,"0241542",1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1020,0,1,0
"1021",1021,"0209633",1,1,1,0,0,1,0,1,0,1,1,0,1,0,3,2,1021,1,0,0
"1022",1022,"0455928",1,1,0,1,0,0,0,0,0,0,1,0,0,0,3,2,1022,1,0,0
"1023",1023,"1497316",1,1,1,1,0,1,1,1,0,1,1,1,0,1,2,2,1023,0,0,0
"1024",1024,"0999197",1,1,1,1,0,1,1,1,0,0,1,0,1,0,3,2,1024,1,0,0
"1025",1025,"0407190",1,1,1,1,0,1,0,0,0,0,0,0,0,0,3,2,1025,1,0,0
"1026",1026,"0055907",1,1,1,1,1,1,0,1,0,1,1,0,0,1,3,2,1026,1,0,0
"1027",1027,"0063932",1,1,1,1,0,1,0,1,0,0,1,0,0,0,3,2,1027,1,0,0
"1028",1028,"1185705",1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,1028,1,0,0
"1029",1029,"0783301",1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,1029,1,1,1
"1030",1030,"1282986",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1030,1,0,0
"1031",1031,"0823122",1,1,1,1,0,1,0,0,0,1,1,0,1,0,3,2,1031,1,0,0
"1032",1032,"0553680",1,1,1,1,0,1,0,0,0,1,1,1,1,0,2,1,1032,0,1,0
"1033",1033,"1138420",1,1,1,1,0,1,0,0,0,0,1,0,0,0,5,2,1033,0,0,0
"1034",1034,"0808631",1,1,1,1,0,1,1,0,1,1,1,1,1,1,3,1,1034,1,1,1
"1035",1035,"0290178",1,1,1,1,0,0,0,1,0,1,1,0,1,0,3,2,1035,1,0,0
"1036",1036,"0094212",1,1,1,0,0,0,0,1,0,1,1,0,0,0,3,2,1036,1,0,0
"1037",1037,"0238825",1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1037,0,1,0
"1038",1038,"0759343",1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1038,0,1,0
"1039",1039,"1544126",1,1,0,1,1,1,0,0,0,1,0,0,0,0,4,3,1039,0,0,0
"1040",1040,"0779420",1,1,1,1,0,1,0,1,0,1,1,0,0,0,2,1,1040,0,1,0
"1041",1041,"0001369",1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1041,1,0,0
"1042",1042,"0987708",1,1,1,1,0,0,1,0,1,1,1,1,1,1,2,1,1042,0,1,0
"1043",1043,"0896995",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1043,0,1,0
"1044",1044,"1066332",1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1044,0,1,0
"1045",1045,"0414028",1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1045,0,1,0
"1046",1046,"1361346",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1046,0,1,0
"1047",1047,"0148615",1,1,1,1,0,1,0,0,0,1,1,0,0,0,3,2,1047,1,0,0
"1048",1048,"0690206",1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1048,0,1,0
"1049",1049,"1133551",1,1,1,1,0,1,0,1,0,1,1,0,1,0,4,1,1049,0,1,0
"1050",1050,"0206876",1,1,1,1,0,1,1,0,0,1,1,1,1,1,3,2,1050,1,0,0
"1051",1051,"1573644",1,1,1,1,0,1,0,0,0,1,1,1,1,0,3,2,1051,1,0,0
"1052",1052,"0375198",1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,2,1052,0,0,0
"1053",1053,"1284191",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1053,1,0,0
"1054",1054,"0724034",1,1,1,1,0,0,1,0,0,1,1,0,0,1,2,1,1054,0,1,0
"1055",1055,"0100913",1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1055,1,0,0
"1056",1056,"0861658",1,1,1,1,0,1,0,0,0,1,1,1,1,0,3,2,1056,1,0,0
"1057",1057,"0886922",1,1,1,1,0,1,0,0,0,1,1,0,1,0,2,2,1057,0,0,0
"1058",1058,"1011164",1,1,1,1,0,1,0,1,0,1,1,0,1,0,3,3,1058,1,0,0
"1059",1059,"0575536",1,1,1,1,0,0,0,1,0,1,1,0,0,1,3,2,1059,1,0,0
"1060",1060,"1520392",1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,1060,0,0,0
"1061",1061,"1146191",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1061,0,1,0
"1062",1062,"0894339",1,1,1,1,0,1,0,1,0,1,1,0,1,0,2,1,1062,0,1,0
"1063",1063,"1154484",1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1063,0,1,0
"1064",1064,"1492293",1,1,0,0,0,1,0,0,0,1,0,1,1,0,2,1,1064,0,1,0
"1065",1065,"0435521",1,1,1,1,1,1,0,0,0,1,1,1,1,0,3,2,1065,1,0,0
"1066",1066,"0727950",1,1,1,1,0,0,1,0,1,1,1,1,1,1,3,1,1066,1,1,1
"1067",1067,"1100290",2,1,1,1,0,1,0,0,1,1,1,0,1,1,3,1,1067,1,1,1
"1068",1068,"0346882",1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,2,1068,1,0,0
"1069",1069,"1386349",1,1,1,1,0,1,0,1,0,1,1,0,1,1,3,2,1069,1,0,0
"1070",1070,"0301816",1,1,1,1,0,0,0,1,0,1,1,0,0,0,3,2,1070,1,0,0
"1071",1071,"0647537",1,1,1,1,0,1,0,0,0,1,1,1,1,0,2,1,1071,0,1,0
"1072",1072,"0188477",1,1,1,1,1,1,0,0,0,1,1,0,1,0,3,3,1072,1,0,0
"1073",1073,"0423049",1,1,1,1,1,1,0,0,0,1,1,0,0,1,3,2,1073,1,0,0
"1074",1074,"0130213",1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1074,0,1,0
"1075",1075,"0777518",1,1,1,1,0,1,0,0,0,1,1,0,1,0,3,1,1075,1,1,1
"1076",1076,"1595304",1,1,1,0,0,1,0,1,0,1,1,1,1,1,3,2,1076,1,0,0
"1077",1077,"0919558",1,1,1,1,0,1,0,0,0,1,1,1,1,0,2,1,1077,0,1,0
"1078",1078,"1084020",1,1,1,1,0,1,1,1,0,1,1,0,1,0,2,1,1078,0,1,0
"1079",1079,"0198411",1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1079,0,1,0
"1080",1080,"0040237",1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,1080,1,0,0
"1081",1081,"1143036",1,1,1,1,1,1,0,0,1,1,1,0,1,0,3,2,1081,1,0,0
"1082",1082,"1589627",1,1,1,1,0,1,1,1,0,1,1,1,1,1,3,2,1082,1,0,0
"1083",1083,"0227968",1,1,1,1,0,1,1,1,1,1,1,0,1,1,3,2,1083,1,0,0
"1084",1084,"0974222",1,1,1,0,0,1,0,0,0,1,1,0,1,0,3,2,1084,1,0,0
"1085",1085,"0488823",1,1,1,1,0,1,0,0,0,1,1,1,1,0,3,1,1085,1,1,1
"1086",1086,"0211436",1,1,1,1,0,1,0,0,0,1,1,0,1,0,3,2,1086,1,0,0
"1087",1087,"1434605",1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1087,0,1,0
"1088",1088,"0055387",1,1,1,1,0,1,1,1,1,1,1,0,0,1,3,2,1088,1,0,0
"1089",1089,"0316910",1,1,1,1,0,1,1,1,1,1,1,0,1,0,3,2,1089,1,0,0
"1090",1090,"0103550",1,1,1,1,0,1,0,0,0,1,1,0,0,0,4,3,1090,0,0,0
