"","id_hogar","H18A_ESTU","H18B_REFR","H18C_LAVA","H18D_MCOS","H18E_ABAN","H18F_AIRE","H18G_RADI","H18H_TRES","H18I_TCEL","H18J_TV","H18K_COMP","H18L_INTER","H18M_AUTO","nse","se_nse"
"632",632,1,1,1,0,1,1,1,0,0,1,0,1,0,-0.149173725634478,0.377213330944386
"633",633,1,1,1,1,0,0,0,0,1,1,0,1,0,-0.447732483616263,0.344969966419007
"634",634,1,1,1,0,1,1,1,0,1,1,0,1,1,0.495401488493232,0.397170670532923
"635",635,1,1,1,1,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"636",636,1,1,1,0,0,0,0,1,1,1,0,1,1,0.102169945026213,0.384184142961607
"637",637,1,1,1,0,1,0,1,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"638",638,1,1,1,0,1,0,0,0,1,0,0,1,0,-0.56117686096425,0.324334164164691
"639",639,1,1,1,0,1,0,0,0,1,1,1,1,1,0.483997796883287,0.396391727632507
"640",640,1,1,0,0,1,0,0,0,0,0,0,0,0,-1.10524854001953,0.257314702802701
"641",641,1,0,0,0,0,0,0,0,1,0,0,1,0,-1.30274163207376,0.280042024080097
"642",642,1,1,1,0,1,0,0,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"643",643,1,1,1,0,1,0,0,1,1,1,0,1,0,0.0447123573989088,0.383330517926325
"644",644,1,1,1,1,1,0,0,1,1,1,1,1,0,0.401569904625415,0.39168451516775
"645",645,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.20360265307566,0.420269375739473
"646",646,1,1,0,0,1,0,1,1,1,1,0,1,0,-0.366481387468336,0.357163556487336
"647",647,1,0,1,0,1,0,0,0,1,1,0,1,1,-0.556010163546149,0.325342374459642
"648",648,1,1,1,1,1,0,0,0,1,1,0,1,1,0.123045429190359,0.38446997596849
"649",649,1,1,1,0,1,0,0,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"650",650,1,1,1,1,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"651",651,1,1,0,0,1,0,0,0,1,1,0,0,0,-0.760749723001706,0.284889649888758
"652",652,1,1,1,0,1,1,0,1,1,1,0,1,1,0.786912313062124,0.429156166863074
"653",653,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"654",654,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"655",655,1,1,1,1,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"656",656,1,1,1,0,1,0,1,0,1,1,0,1,1,0.123045429190359,0.38446997596849
"657",657,1,0,1,0,1,0,1,0,1,1,0,0,1,-0.752169962682586,0.286467371504877
"658",658,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.71357479197151,0.346669676424292
"659",659,1,1,1,0,1,1,0,0,1,1,0,1,0,0.153011904568361,0.38488664112875
"660",660,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.71357479197151,0.346669676424292
"661",661,1,1,1,0,1,0,1,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"662",662,1,1,1,0,1,1,1,0,1,1,0,1,0,0.153011904568361,0.38488664112875
"663",663,1,1,1,0,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"664",664,1,1,1,0,1,1,0,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"665",665,1,1,1,0,1,1,0,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"666",666,1,1,1,0,1,1,0,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"667",667,1,1,0,0,0,0,0,0,1,1,0,0,0,-0.900348303431157,0.263896308300431
"668",668,1,1,0,0,1,0,0,0,1,1,0,0,1,-0.551079253382548,0.326299958241752
"669",669,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.20360265307566,0.420269375739473
"670",670,1,1,1,1,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"671",671,1,1,0,0,1,0,0,0,1,1,0,1,0,-0.56706415194156,0.323179647840837
"672",672,1,1,1,0,0,1,1,0,1,1,1,1,1,0.578784486679642,0.40388896366335
"673",673,1,1,1,1,1,1,0,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"674",674,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"675",675,1,1,1,0,1,1,0,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"676",676,1,0,0,0,0,0,1,0,1,1,0,0,0,-1.2440839259936,0.270992746126556
"677",677,1,1,1,0,1,0,0,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"678",678,1,1,1,1,1,0,1,1,1,1,1,1,1,0.773633666125359,0.42716685784914
"679",679,1,0,1,0,1,0,1,0,1,1,0,1,0,-0.764510557700709,0.284205750749847
"680",680,1,1,1,0,1,1,0,0,1,0,0,1,1,0.0611703614710186,0.383592650037316
"681",681,1,1,1,1,1,1,1,0,1,1,0,1,1,0.495401488493232,0.397170670532923
"682",682,1,0,0,0,0,0,0,0,1,0,0,0,0,-1.48726877012134,0.313103473746974
"683",683,1,1,1,0,1,1,0,0,1,1,0,1,0,0.153011904568361,0.38488664112875
"684",684,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"685",685,1,1,1,0,1,0,1,0,0,0,0,0,0,-0.910478776445061,0.262814820584583
"686",686,1,1,1,0,1,0,0,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"687",687,1,1,1,1,1,0,0,0,1,1,0,1,1,0.123045429190359,0.38446997596849
"688",688,1,1,1,1,1,0,1,0,1,1,0,1,1,0.123045429190359,0.38446997596849
"689",689,1,1,1,0,1,1,0,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"690",690,1,1,1,1,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"691",691,1,1,1,0,0,0,0,0,1,1,0,0,0,-0.668699435193742,0.30274221019751
"692",692,1,1,0,0,0,0,1,0,0,1,0,0,0,-1.03878452198896,0.255783901154914
"693",693,1,1,1,0,1,0,0,0,1,1,0,0,1,-0.182988790436365,0.375218447062372
"694",694,1,1,1,0,1,1,0,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"695",695,1,1,0,0,1,0,0,0,1,1,0,1,0,-0.56706415194156,0.323179647840837
"696",696,1,1,1,1,1,0,1,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"697",697,1,0,0,0,1,0,0,0,1,1,0,1,0,-0.975931663098018,0.257623043982294
"698",698,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"699",699,1,1,1,0,1,1,0,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"700",700,1,1,1,0,1,0,0,0,1,1,1,0,0,-0.164615354381819,0.376347082241004
"701",701,1,0,0,0,0,0,0,0,1,0,0,1,0,-1.30274163207376,0.280042024080097
"702",702,1,1,1,0,1,0,0,0,1,1,1,1,1,0.483997796883287,0.396391727632507
"703",703,1,1,1,0,1,0,0,0,1,1,0,1,1,0.123045429190359,0.38446997596849
"704",704,1,1,1,0,1,0,1,1,1,1,1,1,1,0.773633666125359,0.42716685784914
"705",705,1,1,1,0,1,1,0,0,1,1,0,1,1,0.495401488493232,0.397170670532923
"706",706,1,1,1,0,1,0,1,1,1,1,0,1,0,0.0447123573989088,0.383330517926325
"707",707,1,1,1,0,1,1,0,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"708",708,1,1,1,0,1,1,1,1,1,1,0,1,0,0.412702984389735,0.392229961660112
"709",709,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.20360265307566,0.420269375739473
"710",710,1,1,1,0,1,0,0,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"711",711,1,1,1,1,1,0,1,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"712",712,1,1,1,0,1,1,1,0,1,1,0,1,1,0.495401488493232,0.397170670532923
"713",713,1,1,1,0,1,0,1,0,1,1,0,0,1,-0.182988790436365,0.375218447062372
"714",714,1,1,0,0,1,0,1,1,1,1,0,0,0,-0.605800083089291,0.315461988784857
"715",715,1,1,0,0,1,0,0,0,1,1,0,1,1,-0.297034753082713,0.365536217680173
"716",716,1,1,1,1,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"717",717,1,1,1,0,1,0,0,0,0,1,0,0,1,-0.453743912736801,0.343971927694538
"718",718,1,1,1,0,1,0,1,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"719",719,1,1,1,0,1,1,0,0,1,1,0,1,0,0.153011904568361,0.38488664112875
"720",720,1,1,1,0,1,1,0,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"721",721,1,1,1,0,1,0,0,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"722",722,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"723",723,1,1,1,0,1,1,0,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"724",724,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.71357479197151,0.346669676424292
"725",725,1,1,1,0,0,0,1,1,1,1,1,1,0,0.121381818053488,0.38444723628369
"726",726,1,1,0,0,1,0,1,0,1,1,0,1,0,-0.56706415194156,0.323179647840837
"727",727,1,1,1,0,1,0,1,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"728",728,1,0,0,0,0,0,0,0,1,0,0,1,0,-1.30274163207376,0.280042024080097
"729",729,1,1,1,0,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"730",730,1,0,0,0,1,0,0,0,0,0,0,0,0,-1.50731732128762,0.316608966304253
"731",731,1,1,1,0,1,1,0,0,1,1,0,0,0,-0.154337983286555,0.376931749958893
"732",732,1,1,1,0,1,0,0,1,1,1,1,1,1,0.773633666125359,0.42716685784914
"733",733,1,1,1,0,1,0,1,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"734",734,1,1,1,1,1,0,1,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"735",735,1,1,1,0,1,0,0,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"736",736,1,1,1,0,0,1,1,0,1,1,1,1,1,0.578784486679642,0.40388896366335
"737",737,1,0,0,0,0,0,0,0,1,1,0,1,0,-1.09866045063217,0.257005684662435
"738",738,1,1,1,1,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"739",739,1,1,1,0,1,0,0,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"740",740,1,1,1,0,1,0,0,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"741",741,1,1,1,0,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"742",742,1,1,1,0,1,0,1,1,1,1,1,1,1,0.773633666125359,0.42716685784914
"743",743,1,1,1,0,1,1,0,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"744",744,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.71357479197151,0.346669676424292
"745",745,1,1,1,1,1,0,0,0,1,1,1,1,1,0.483997796883287,0.396391727632507
"746",746,1,1,1,0,0,0,1,0,1,1,0,1,0,-0.447732483616263,0.344969966419007
"747",747,1,0,1,0,1,0,1,0,0,0,0,0,0,-1.25487201191652,0.272544179648345
"748",748,1,0,0,0,0,0,1,0,0,0,0,0,0,-1.71357479197151,0.346669676424292
"749",749,1,1,1,0,1,0,1,0,1,1,0,1,1,0.123045429190359,0.38446997596849
"750",750,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"751",751,1,1,1,0,1,1,1,0,1,1,0,1,1,0.495401488493232,0.397170670532923
"752",752,1,1,1,1,1,0,1,0,1,0,0,0,0,-0.756177792735821,0.285727417406031
"753",753,1,1,1,0,1,1,0,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"754",754,1,1,1,0,1,1,0,0,1,1,1,1,0,0.515995780844163,0.398660600065657
"755",755,1,1,1,0,1,1,0,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"756",756,1,1,1,0,1,1,1,1,1,1,0,1,0,0.412702984389735,0.392229961660112
"757",757,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.8906348664113,0.366413544773042
"758",758,1,1,1,0,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"759",759,1,1,1,0,1,0,1,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"760",760,1,1,1,0,1,0,0,0,1,0,1,1,1,0.0505166352888784,0.383425173827013
"761",761,1,1,1,0,1,0,0,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"762",762,1,1,1,0,1,0,0,0,1,1,0,1,1,0.123045429190359,0.38446997596849
"763",763,1,1,1,0,1,1,0,0,1,1,0,1,0,0.153011904568361,0.38488664112875
"764",764,1,1,1,0,1,0,1,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"765",765,1,1,1,0,1,0,1,0,1,0,0,0,0,-0.756177792735821,0.285727417406031
"766",766,1,1,1,0,1,1,0,0,1,1,0,1,1,0.495401488493232,0.397170670532923
"767",767,1,1,1,0,1,0,1,1,0,1,0,0,0,-0.514689807979013,0.333205755408197
"768",768,1,1,1,0,1,0,0,0,1,1,0,1,1,0.123045429190359,0.38446997596849
"769",769,1,1,1,0,1,1,0,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"770",770,1,0,1,0,1,0,0,0,1,1,0,1,0,-0.764510557700709,0.284205750749847
"771",771,1,1,1,0,1,0,0,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"772",772,1,1,1,1,1,1,1,1,1,1,0,1,1,0.786912313062124,0.429156166863074
"773",773,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"774",774,1,1,1,0,1,1,0,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"775",775,1,0,1,0,1,0,0,0,1,1,1,1,0,-0.542128271346959,0.328025965880173
"776",776,1,1,1,0,0,0,0,0,1,0,1,1,1,-0.218453799167174,0.372719469382727
"777",777,1,0,0,0,0,0,1,0,1,0,0,0,0,-1.48726877012134,0.313103473746974
"778",778,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"779",779,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"780",780,1,0,0,1,0,0,0,0,1,0,0,0,0,-1.48726877012134,0.313103473746974
"781",781,0,0,0,0,1,0,0,0,1,0,0,0,0,-1.6576285164176,0.339651480075007
"782",782,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"783",783,1,1,1,1,1,1,0,0,1,1,0,1,1,0.495401488493232,0.397170670532923
"784",784,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"785",785,1,1,1,0,1,0,0,1,1,1,0,1,0,0.0447123573989088,0.383330517926325
"786",786,1,1,1,0,1,0,1,1,1,1,1,1,1,0.773633666125359,0.42716685784914
"787",787,1,1,1,0,1,1,0,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"788",788,1,1,1,1,0,1,0,0,1,1,0,1,1,0.210937587314318,0.385803751495783
"789",789,1,1,1,0,1,1,0,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"790",790,1,1,1,0,1,0,1,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"791",791,1,1,0,0,1,0,1,0,1,1,0,1,0,-0.56706415194156,0.323179647840837
"792",792,1,1,1,0,1,0,0,1,1,1,1,1,0,0.401569904625415,0.39168451516775
"793",793,1,1,1,1,1,1,1,1,1,1,0,1,1,0.786912313062124,0.429156166863074
"794",794,1,1,1,0,0,0,0,0,1,1,0,1,1,-0.149212446631356,0.377211249552366
"795",795,1,1,0,0,0,0,1,0,1,1,0,1,0,-0.741141880416458,0.288528707175249
"796",796,1,1,1,0,0,0,1,0,1,1,0,0,0,-0.668699435193742,0.30274221019751
"797",797,1,1,1,0,0,0,0,1,1,1,1,1,0,0.121381818053488,0.38444723628369
"798",798,1,1,1,0,1,1,0,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"799",799,1,1,1,0,1,1,0,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"800",800,1,1,1,1,1,0,0,0,1,1,1,1,1,0.483997796883287,0.396391727632507
"801",801,1,1,1,1,1,0,1,0,1,1,1,1,1,0.483997796883287,0.396391727632507
"802",802,1,1,1,1,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"803",803,1,1,0,0,1,1,0,0,1,0,0,0,0,-0.794089301059622,0.279009249183887
"804",804,1,1,1,0,1,0,0,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"805",805,1,1,1,0,1,1,1,1,1,1,0,1,0,0.412702984389735,0.392229961660112
"806",806,1,1,1,0,1,0,0,0,1,0,0,1,0,-0.56117686096425,0.324334164164691
"807",807,1,1,1,0,1,0,1,0,1,1,0,1,1,0.123045429190359,0.38446997596849
"808",808,1,1,1,0,1,1,0,0,1,1,0,1,0,0.153011904568361,0.38488664112875
"809",809,1,1,1,0,1,1,0,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"810",810,1,1,1,0,1,0,0,0,1,1,0,1,1,0.123045429190359,0.38446997596849
"811",811,1,1,1,0,1,0,1,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"812",812,1,1,1,1,1,0,1,1,1,1,1,1,1,0.773633666125359,0.42716685784914
"813",813,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"814",814,1,1,1,0,1,0,0,1,1,1,1,1,1,0.773633666125359,0.42716685784914
"815",815,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"816",816,1,0,1,0,1,0,1,0,1,1,1,1,0,-0.542128271346959,0.328025965880173
"817",817,1,1,1,0,1,0,0,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"818",818,1,1,0,0,1,0,1,0,1,1,0,1,0,-0.56706415194156,0.323179647840837
"819",819,1,0,0,0,1,0,1,0,1,1,1,1,0,-0.807605142509124,0.27675494400223
"820",820,1,1,1,0,1,1,1,0,1,1,0,1,1,0.495401488493232,0.397170670532923
"821",821,1,1,1,0,1,1,1,0,1,1,0,1,1,0.495401488493232,0.397170670532923
"822",822,1,1,1,0,1,0,1,0,1,1,1,1,1,0.483997796883287,0.396391727632507
"823",823,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"824",824,1,0,0,0,0,0,1,0,1,0,0,1,0,-1.30274163207376,0.280042024080097
"825",825,1,0,0,0,0,0,1,0,0,0,0,0,0,-1.71357479197151,0.346669676424292
"826",826,1,1,1,0,1,1,0,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"827",827,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.20360265307566,0.420269375739473
"828",828,1,1,1,1,0,0,1,1,1,1,0,0,1,-0.202824296519783,0.373874446760885
"829",829,1,1,0,0,1,0,0,0,1,0,0,1,0,-0.82120956589376,0.274571407628465
"830",830,1,1,1,0,1,1,1,1,1,1,0,1,1,0.786912313062124,0.429156166863074
"831",831,1,1,1,0,1,0,0,1,1,1,0,1,1,0.381654124123833,0.390774417170839
"832",832,1,1,1,0,1,0,1,1,1,1,0,1,0,0.0447123573989088,0.383330517926325
"833",833,1,1,1,0,1,0,1,1,1,1,0,1,0,0.0447123573989088,0.383330517926325
"834",834,1,1,0,0,1,0,1,0,1,1,0,1,0,-0.56706415194156,0.323179647840837
"835",835,1,0,1,0,1,0,0,0,1,1,0,0,0,-0.920039494279451,0.261859731974319
"836",836,1,1,1,1,1,0,1,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"837",837,1,1,1,0,1,0,1,0,1,1,1,1,1,0.483997796883287,0.396391727632507
"838",838,1,1,1,1,1,0,0,1,0,1,0,1,0,-0.251828941609806,0.369956239914171
"839",839,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.20360265307566,0.420269375739473
"840",840,1,1,1,1,1,0,0,0,1,0,0,0,0,-0.756177792735821,0.285727417406031
"841",841,1,1,1,0,1,0,1,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"842",842,1,1,1,1,1,0,1,1,1,1,1,1,1,0.773633666125359,0.42716685784914
"843",843,1,1,1,0,1,1,0,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"844",844,1,1,1,0,1,0,1,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"845",845,1,1,1,0,1,0,1,0,0,1,0,0,0,-0.687009380363893,0.299069541076911
"846",846,1,1,1,0,1,1,1,0,1,1,0,1,0,0.153011904568361,0.38488664112875
"847",847,1,1,1,0,1,0,0,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"848",848,1,1,1,1,1,1,0,0,1,1,1,1,0,0.515995780844163,0.398660600065657
"849",849,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"850",850,1,1,0,0,0,0,1,0,1,1,0,1,0,-0.741141880416458,0.288528707175249
"851",851,1,1,1,0,1,1,0,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"852",852,1,1,1,0,1,1,0,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"853",853,1,1,1,0,1,1,0,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"854",854,1,1,1,1,1,0,0,0,1,1,1,1,1,0.483997796883287,0.396391727632507
"855",855,1,1,0,0,0,0,1,0,1,1,0,0,0,-0.900348303431157,0.263896308300431
"856",856,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"857",857,1,1,1,0,1,0,0,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"858",858,1,1,1,0,1,1,0,0,1,1,0,1,1,0.495401488493232,0.397170670532923
"859",859,1,0,0,1,0,0,0,0,1,0,1,0,0,-1.28093427706741,0.276512299152267
"860",860,1,1,1,1,1,0,0,0,0,1,0,1,0,-0.471521199152654,0.340949675214449
"861",861,1,1,1,0,1,1,0,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"862",862,1,1,1,0,1,0,0,0,1,1,1,1,1,0.483997796883287,0.396391727632507
"863",863,1,0,0,0,0,0,1,0,1,1,0,0,0,-1.2440839259936,0.270992746126556
"864",864,1,1,1,0,1,1,0,0,1,1,0,1,0,0.153011904568361,0.38488664112875
"865",865,1,1,1,0,1,0,0,1,1,1,0,1,0,0.0447123573989088,0.383330517926325
"866",866,1,1,1,0,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"867",867,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"868",868,1,1,1,0,1,0,1,1,1,1,1,1,1,0.773633666125359,0.42716685784914
"869",869,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"870",870,1,1,1,1,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"871",871,1,1,1,0,1,0,0,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"872",872,1,1,1,0,1,1,1,1,0,1,1,1,0,0.461914571321863,0.394974419003061
"873",873,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"874",874,1,1,1,1,1,0,0,1,1,1,1,1,1,0.773633666125359,0.42716685784914
"875",875,1,1,1,0,1,1,0,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"876",876,1,1,1,0,1,0,1,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"877",877,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.20360265307566,0.420269375739473
"878",878,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"879",879,1,1,1,0,1,1,1,0,1,1,0,1,1,0.495401488493232,0.397170670532923
"880",880,1,1,1,0,1,0,0,0,1,0,1,1,0,-0.271973881981309,0.368084986026354
"881",881,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"882",882,1,1,1,0,1,0,1,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"883",883,1,1,1,0,0,0,0,0,1,1,0,0,0,-0.668699435193742,0.30274221019751
"884",884,1,1,1,0,1,0,0,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"885",885,1,1,1,0,1,1,0,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"886",886,1,1,1,0,1,0,1,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"887",887,1,1,1,0,1,0,1,1,1,1,1,1,1,0.773633666125359,0.42716685784914
"888",888,1,1,1,1,1,0,0,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"889",889,1,1,1,1,1,1,0,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"890",890,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"891",891,1,1,1,0,1,0,0,0,0,1,0,0,0,-0.687009380363893,0.299069541076911
"892",892,1,1,0,0,1,0,0,0,1,0,0,1,0,-0.82120956589376,0.274571407628465
"893",893,1,1,1,0,1,0,1,1,1,1,0,1,0,0.0447123573989088,0.383330517926325
"894",894,1,1,0,0,1,0,0,1,1,1,1,1,0,-0.0355057749406687,0.381647715883237
"895",895,1,1,1,0,1,0,1,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"896",896,1,1,1,0,0,1,0,0,1,1,1,1,1,0.578784486679642,0.40388896366335
"897",897,1,1,1,0,1,0,1,0,1,1,0,0,1,-0.182988790436365,0.375218447062372
"898",898,1,1,1,0,1,0,1,1,1,1,0,0,1,0.0670058551824851,0.383681349262979
"899",899,1,1,1,1,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"900",900,1,0,0,1,0,0,1,0,0,0,0,0,0,-1.71357479197151,0.346669676424292
"901",901,1,1,1,0,1,1,0,1,1,1,1,1,0,0.811076362396705,0.432909384552409
"902",902,1,1,1,0,1,0,0,0,1,1,1,1,1,0.483997796883287,0.396391727632507
"903",903,1,1,0,0,1,0,0,0,1,1,0,1,0,-0.56706415194156,0.323179647840837
"904",904,1,1,1,0,1,0,0,1,1,1,1,1,1,0.773633666125359,0.42716685784914
"905",905,1,1,1,0,1,0,0,0,1,1,0,0,1,-0.182988790436365,0.375218447062372
"906",906,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"907",907,1,1,1,0,1,1,0,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"908",908,1,1,1,0,1,0,0,0,1,1,0,0,1,-0.182988790436365,0.375218447062372
"909",909,1,1,1,0,1,0,1,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"910",910,1,1,1,0,1,0,0,0,0,1,1,1,1,0.17012644726379,0.385137093610925
"911",911,1,1,1,0,1,0,0,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"912",912,0,0,0,0,0,0,1,0,1,0,0,0,0,-1.8906348664113,0.366413544773042
"913",913,1,1,1,0,1,1,0,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"914",914,1,1,1,0,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"915",915,1,1,1,1,1,0,1,0,1,1,1,1,1,0.483997796883287,0.396391727632507
"916",916,1,0,1,0,1,0,1,0,1,1,1,1,1,-0.265417965560671,0.368711138248988
"917",917,1,0,0,1,0,0,1,0,1,0,0,0,0,-1.48726877012134,0.313103473746974
"918",918,1,1,1,0,1,0,0,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"919",919,1,1,0,0,1,0,0,0,1,1,0,1,0,-0.56706415194156,0.323179647840837
"920",920,1,1,1,0,1,1,1,0,1,1,1,1,0,0.515995780844163,0.398660600065657
"921",921,1,1,1,1,1,0,0,0,1,1,0,1,1,0.123045429190359,0.38446997596849
"922",922,1,1,1,0,1,0,0,0,1,1,0,0,1,-0.182988790436365,0.375218447062372
"923",923,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
