"","id_hogar","H18A_ESTU","H18B_REFR","H18C_LAVA","H18D_MCOS","H18E_ABAN","H18F_AIRE","H18G_RADI","H18H_TRES","H18I_TCEL","H18J_TV","H18K_COMP","H18L_INTER","H18M_AUTO","nse","se_nse"
"1261",1261,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1262",1262,1,1,1,1,1,0,1,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"1263",1263,1,1,1,0,0,0,0,0,0,0,0,0,0,-1.03510969293313,0.25580341095913
"1264",1264,1,1,1,0,1,0,0,1,1,1,0,1,0,0.0447123573989088,0.383330517926325
"1265",1265,1,1,0,0,1,0,0,0,1,1,0,0,0,-0.760749723001706,0.284889649888758
"1266",1266,1,1,1,0,1,1,0,0,1,1,0,1,0,0.153011904568361,0.38488664112875
"1267",1267,1,1,1,0,1,0,1,1,1,1,0,1,0,0.0447123573989088,0.383330517926325
"1268",1268,1,1,1,0,1,0,1,1,1,1,0,1,1,0.381654124123833,0.390774417170839
"1269",1269,1,0,0,0,0,0,0,0,1,0,1,0,0,-1.28093427706741,0.276512299152267
"1270",1270,1,1,1,0,1,0,1,0,1,1,1,1,1,0.483997796883287,0.396391727632507
"1271",1271,1,1,1,0,1,1,1,0,1,1,0,1,1,0.495401488493232,0.397170670532923
"1272",1272,1,1,0,1,1,0,1,0,1,1,0,0,1,-0.551079253382548,0.326299958241752
"1273",1273,1,1,1,0,1,0,1,1,1,1,1,1,0,0.401569904625415,0.39168451516775
"1274",1274,1,0,1,0,1,0,0,0,1,0,1,1,0,-0.803292647806944,0.277465336757867
"1275",1275,1,1,1,1,1,1,1,1,1,1,0,1,1,0.786912313062124,0.429156166863074
"1276",1276,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1277",1277,1,1,1,0,1,0,0,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"1278",1278,1,1,1,0,1,0,1,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"1279",1279,0,0,0,1,0,0,0,0,0,0,0,0,0,-2.20360265307566,0.420269375739473
"1280",1280,1,1,1,0,1,0,0,0,1,1,0,1,1,0.123045429190359,0.38446997596849
"1281",1281,1,1,1,0,1,0,0,0,1,1,0,0,1,-0.182988790436365,0.375218447062372
"1282",1282,1,1,1,0,1,0,0,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"1283",1283,1,1,1,0,0,0,0,0,1,1,1,1,0,-0.1306554928295,0.378158354221013
"1284",1284,1,1,1,0,1,0,1,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"1285",1285,1,0,0,0,1,0,1,0,1,1,0,0,0,-1.11446416849635,0.257803547850098
"1286",1286,1,1,1,0,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"1287",1287,1,1,1,1,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"1288",1288,1,1,1,1,1,1,0,1,1,1,0,1,1,0.786912313062124,0.429156166863074
"1289",1289,1,1,1,0,1,1,1,1,1,1,0,1,1,0.786912313062124,0.429156166863074
"1290",1290,1,0,0,1,0,0,0,0,1,0,0,0,0,-1.48726877012134,0.313103473746974
"1291",1291,1,1,1,0,1,0,1,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"1292",1292,1,1,1,0,1,0,1,0,1,1,1,1,1,0.483997796883287,0.396391727632507
"1293",1293,1,1,1,0,1,1,1,1,1,1,0,1,0,0.412702984389735,0.392229961660112
"1294",1294,1,0,0,0,1,0,0,0,1,1,0,0,1,-0.96584883195725,0.258211475199344
"1295",1295,1,0,0,0,1,0,1,0,1,0,0,0,0,-1.32166167304975,0.283233161664064
"1296",1296,1,1,1,1,1,0,1,1,1,1,1,1,1,0.773633666125359,0.42716685784914
"1297",1297,1,1,1,0,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"1298",1298,1,1,1,0,1,0,1,1,1,1,1,1,0,0.401569904625415,0.39168451516775
"1299",1299,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"1300",1300,1,1,1,0,1,0,1,0,1,1,0,0,1,-0.182988790436365,0.375218447062372
"1301",1301,1,1,1,1,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"1302",1302,1,0,0,1,1,0,0,0,1,1,0,0,0,-1.11446416849635,0.257803547850098
"1303",1303,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"1304",1304,1,1,1,0,1,1,0,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1305",1305,1,1,0,0,1,1,0,1,1,1,0,1,0,-0.0249475953380218,0.381919918610991
"1306",1306,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.71357479197151,0.346669676424292
"1307",1307,1,1,1,0,1,0,0,0,1,1,1,0,1,0.164740774155072,0.385056875579537
"1308",1308,1,1,1,0,1,0,1,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"1309",1309,1,1,1,0,1,0,1,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"1310",1310,1,1,1,0,1,0,0,0,1,1,0,1,1,0.123045429190359,0.38446997596849
"1311",1311,1,0,1,0,1,0,0,0,1,1,0,1,0,-0.764510557700709,0.284205750749847
"1312",1312,1,1,1,0,1,1,0,0,1,1,0,0,1,0.175485225728382,0.385218394984345
"1313",1313,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"1314",1314,1,1,1,0,1,1,0,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1315",1315,1,1,1,0,0,0,1,0,1,1,1,1,1,0.200161096139637,0.385615898306893
"1316",1316,1,1,1,1,1,0,1,0,1,1,0,1,1,0.123045429190359,0.38446997596849
"1317",1317,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.8906348664113,0.366413544773042
"1318",1318,1,1,0,0,1,1,1,1,1,1,1,1,1,0.689226233535383,0.41573410291558
"1319",1319,1,0,1,0,1,0,0,0,1,1,0,1,0,-0.764510557700709,0.284205750749847
"1320",1320,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.71357479197151,0.346669676424292
"1321",1321,1,1,1,0,1,1,1,1,1,1,1,1,0,0.811076362396705,0.432909384552409
"1322",1322,1,1,1,0,1,0,0,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"1323",1323,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"1324",1324,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"1325",1325,1,1,1,0,1,0,0,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"1326",1326,1,1,1,0,1,0,1,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"1327",1327,1,1,1,0,1,1,0,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1328",1328,1,1,0,0,1,0,1,0,1,1,1,1,0,-0.279568042136239,0.367338735878784
"1329",1329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.00000000001338
"1330",1330,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1331",1331,1,1,0,0,1,0,0,0,1,1,0,0,0,-0.760749723001706,0.284889649888758
"1332",1332,1,1,1,0,1,0,0,0,1,0,1,1,0,-0.271973881981309,0.368084986026354
"1333",1333,1,1,1,1,1,0,1,0,1,1,0,1,1,0.123045429190359,0.38446997596849
"1334",1334,1,1,1,0,0,0,1,0,1,1,1,1,1,0.200161096139637,0.385615898306893
"1335",1335,1,1,1,0,1,0,1,0,1,1,1,1,1,0.483997796883287,0.396391727632507
"1336",1336,1,1,1,1,1,0,1,1,1,1,0,1,1,0.381654124123833,0.390774417170839
"1337",1337,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.77830798735154,0.354044729662434
"1338",1338,1,1,1,1,1,1,1,0,0,1,1,1,1,0.546031928490603,0.401030520082191
"1339",1339,1,1,1,0,1,0,1,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"1340",1340,1,1,1,1,1,0,0,0,1,1,1,1,1,0.483997796883287,0.396391727632507
"1341",1341,1,1,1,0,1,0,0,0,0,1,0,0,0,-0.687009380363893,0.299069541076911
"1342",1342,1,1,1,0,1,0,0,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"1343",1343,1,1,1,0,1,0,0,0,1,1,0,1,1,0.123045429190359,0.38446997596849
"1344",1344,1,1,1,0,1,1,1,1,1,1,1,0,0,0.456254079199388,0.394630104915416
"1345",1345,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1346",1346,1,1,1,0,0,0,1,0,1,1,0,0,1,-0.429539551492477,0.347913559009745
"1347",1347,1,1,1,0,0,0,0,0,1,1,0,1,1,-0.149212446631356,0.377211249552366
"1348",1348,1,1,0,0,0,0,0,0,1,0,0,0,0,-1.09189033907232,0.256723607360032
"1349",1349,1,1,1,1,0,1,1,1,1,1,1,1,1,0.886301063690333,0.445687109784466
"1350",1350,1,1,1,0,1,1,0,1,1,0,1,1,1,0.698961572486843,0.416946192528146
"1351",1351,1,0,0,0,0,0,0,0,1,0,0,0,0,-1.48726877012134,0.313103473746974
"1352",1352,1,1,1,0,0,1,1,0,1,1,1,1,1,0.578784486679642,0.40388896366335
"1353",1353,1,0,0,0,1,0,0,0,1,1,0,1,0,-0.975931663098018,0.257623043982294
"1354",1354,1,1,1,0,1,0,1,0,1,0,1,1,0,-0.271973881981309,0.368084986026354
"1355",1355,1,1,1,0,1,0,1,1,1,1,1,1,1,0.773633666125359,0.42716685784914
"1356",1356,1,1,0,0,0,0,1,0,1,1,0,0,1,-0.728417622665574,0.290949168282669
"1357",1357,1,1,1,0,1,0,0,1,1,1,1,1,1,0.773633666125359,0.42716685784914
"1358",1358,1,1,1,0,0,1,0,0,1,1,0,1,1,0.210937587314318,0.385803751495783
"1359",1359,1,1,1,1,1,1,1,1,1,1,1,0,1,0.839787779584027,0.437591724402912
"1360",1360,1,0,0,1,0,0,1,0,1,1,0,0,0,-1.2440839259936,0.270992746126556
"1361",1361,1,1,1,0,1,0,0,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"1362",1362,1,1,1,1,1,0,1,0,0,1,0,0,0,-0.687009380363893,0.299069541076911
"1363",1363,1,1,1,0,1,0,0,1,1,1,0,1,0,0.0447123573989088,0.383330517926325
"1364",1364,1,1,1,0,1,0,0,0,1,0,0,1,0,-0.56117686096425,0.324334164164691
"1365",1365,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.20360265307566,0.420269375739473
"1366",1366,1,1,1,0,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"1367",1367,1,0,1,0,1,0,0,0,1,1,0,0,0,-0.920039494279451,0.261859731974319
"1368",1368,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1369",1369,1,1,1,0,1,0,1,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"1370",1370,1,1,1,0,1,1,0,0,0,1,1,1,1,0.546031928490603,0.401030520082191
"1371",1371,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"1372",1372,1,1,1,1,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1373",1373,1,1,1,0,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"1374",1374,1,1,1,0,1,0,1,1,1,1,0,1,0,0.0447123573989088,0.383330517926325
"1375",1375,1,1,1,1,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1376",1376,1,1,1,0,1,0,1,1,1,1,1,1,1,0.773633666125359,0.42716685784914
"1377",1377,1,1,1,0,1,0,1,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"1378",1378,1,0,1,0,0,0,1,0,1,0,0,0,0,-1.23996818641875,0.270416102445111
"1379",1379,1,1,1,1,1,0,1,0,1,1,1,1,1,0.483997796883287,0.396391727632507
"1380",1380,1,1,1,0,1,0,0,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"1381",1381,1,1,0,0,1,0,1,0,1,1,0,1,0,-0.56706415194156,0.323179647840837
"1382",1382,1,0,0,0,1,0,1,0,1,1,0,0,0,-1.11446416849635,0.257803547850098
"1383",1383,1,1,1,0,0,0,0,0,1,1,0,0,0,-0.668699435193742,0.30274221019751
"1384",1384,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"1385",1385,1,1,0,0,1,0,0,0,0,1,0,0,0,-0.914352290052144,0.262420103692369
"1386",1386,1,1,1,1,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"1387",1387,1,0,1,0,1,0,0,0,1,1,0,0,0,-0.920039494279451,0.261859731974319
"1388",1388,1,0,0,0,0,0,1,0,0,0,0,0,0,-1.71357479197151,0.346669676424292
"1389",1389,1,1,1,0,0,1,1,1,1,1,1,1,1,0.886301063690333,0.445687109784466
"1390",1390,1,1,0,1,1,0,0,1,1,1,0,0,0,-0.605800083089291,0.315461988784857
"1391",1391,1,1,1,0,1,0,1,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"1392",1392,1,1,0,0,1,0,1,0,1,1,0,1,0,-0.56706415194156,0.323179647840837
"1393",1393,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"1394",1394,1,1,1,0,1,1,1,1,0,1,0,0,0,-0.202786242508688,0.373877154076531
"1395",1395,1,1,1,1,1,1,1,0,1,1,0,1,0,0.153011904568361,0.38488664112875
"1396",1396,1,1,1,0,1,0,1,1,1,1,1,1,1,0.773633666125359,0.42716685784914
"1397",1397,1,1,1,0,1,0,0,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"1398",1398,1,0,1,0,1,0,1,0,1,1,0,1,1,-0.556010163546149,0.325342374459642
"1399",1399,1,0,1,0,1,0,1,0,1,1,0,1,0,-0.764510557700709,0.284205750749847
"1400",1400,1,1,1,1,1,0,1,0,1,1,1,1,1,0.483997796883287,0.396391727632507
"1401",1401,1,0,0,0,1,0,0,0,1,0,0,0,0,-1.32166167304975,0.283233161664064
"1402",1402,1,1,1,0,1,0,1,1,1,1,0,1,0,0.0447123573989088,0.383330517926325
"1403",1403,1,1,1,0,1,0,0,0,0,1,1,1,0,-0.159466651721387,0.376644072047366
"1404",1404,1,1,1,0,1,0,0,1,1,1,1,1,1,0.773633666125359,0.42716685784914
"1405",1405,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"1406",1406,1,1,1,0,1,1,0,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1407",1407,1,1,1,1,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1408",1408,1,1,1,0,1,1,1,0,1,1,1,1,0,0.515995780844163,0.398660600065657
"1409",1409,1,1,1,0,0,0,0,0,1,1,1,1,0,-0.1306554928295,0.378158354221013
"1410",1410,1,0,0,0,0,0,0,0,1,0,0,1,0,-1.30274163207376,0.280042024080097
"1411",1411,1,1,1,0,0,0,0,0,1,0,0,1,0,-0.736451805920026,0.289415904800743
"1412",1412,1,1,1,0,1,0,1,1,1,1,1,0,1,0.424903693809513,0.392858906550579
"1413",1413,1,1,1,1,1,0,0,1,1,1,0,1,1,0.381654124123833,0.390774417170839
"1414",1414,1,1,1,0,1,1,0,0,1,1,0,0,0,-0.154337983286555,0.376931749958893
"1415",1415,1,1,1,1,1,1,0,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1416",1416,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"1417",1417,0,0,0,0,0,0,1,0,1,0,0,0,0,-1.8906348664113,0.366413544773042
"1418",1418,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1419",1419,1,1,1,0,1,1,1,1,1,1,0,0,1,0.436106594457232,0.393465820265872
"1420",1420,1,1,1,0,1,0,1,1,1,1,1,1,0,0.401569904625415,0.39168451516775
"1421",1421,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1422",1422,1,1,1,0,1,0,0,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"1423",1423,1,1,1,0,1,0,0,0,1,1,0,1,1,0.123045429190359,0.38446997596849
"1424",1424,1,1,1,0,0,0,0,0,1,1,1,1,0,-0.1306554928295,0.378158354221013
"1425",1425,1,1,1,0,1,1,1,0,1,1,0,1,0,0.153011904568361,0.38488664112875
"1426",1426,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1427",1427,1,0,0,0,1,0,1,0,0,1,0,0,0,-1.25905332105068,0.273160490182688
"1428",1428,1,1,1,0,0,0,0,0,1,1,1,1,0,-0.1306554928295,0.378158354221013
"1429",1429,1,1,1,0,1,0,1,0,1,1,1,0,0,-0.164615354381819,0.376347082241004
"1430",1430,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"1431",1431,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1432",1432,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1433",1433,1,1,1,1,1,0,1,1,1,1,0,1,0,0.0447123573989088,0.383330517926325
"1434",1434,1,1,1,0,1,0,1,0,1,1,1,1,1,0.483997796883287,0.396391727632507
"1435",1435,1,1,1,1,1,0,0,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"1436",1436,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.20360265307566,0.420269375739473
"1437",1437,1,1,1,0,1,0,1,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"1438",1438,1,1,1,0,1,0,1,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"1439",1439,1,1,0,0,1,1,1,0,1,1,1,1,0,0.0720501404010049,0.383756511825107
"1440",1440,1,0,0,1,0,0,1,0,0,0,0,0,0,-1.71357479197151,0.346669676424292
"1441",1441,1,0,0,0,1,0,0,0,1,1,0,1,0,-0.975931663098018,0.257623043982294
"1442",1442,1,1,1,0,1,0,1,0,1,1,1,1,1,0.483997796883287,0.396391727632507
"1443",1443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.00000000001338
"1444",1444,1,1,1,0,1,1,0,1,1,1,1,1,0,0.811076362396705,0.432909384552409
"1445",1445,1,1,1,0,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"1446",1446,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1447",1447,1,1,1,0,1,0,1,0,1,1,0,1,1,0.123045429190359,0.38446997596849
"1448",1448,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1449",1449,1,1,1,0,1,0,0,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"1450",1450,1,1,1,0,1,1,1,0,1,1,1,1,0,0.515995780844163,0.398660600065657
"1451",1451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.00000000001338
"1452",1452,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"1453",1453,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"1454",1454,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1455",1455,1,1,1,1,1,0,1,1,1,1,1,1,1,0.773633666125359,0.42716685784914
"1456",1456,1,1,1,0,1,1,1,0,1,1,0,1,0,0.153011904568361,0.38488664112875
"1457",1457,1,1,1,0,1,0,0,0,0,1,1,0,0,-0.438239668328833,0.346520508534453
"1458",1458,1,1,0,0,1,0,0,0,1,1,1,1,0,-0.279568042136239,0.367338735878784
"1459",1459,1,1,0,0,1,0,0,0,1,1,0,1,1,-0.297034753082713,0.365536217680173
"1460",1460,1,1,1,1,1,1,0,1,1,1,0,1,1,0.786912313062124,0.429156166863074
"1461",1461,1,1,1,0,1,0,1,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"1462",1462,1,1,1,1,1,0,1,1,1,1,1,1,0,0.401569904625415,0.39168451516775
"1463",1463,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.20360265307566,0.420269375739473
"1464",1464,1,1,1,0,1,0,0,1,0,1,0,1,0,-0.251828941609806,0.369956239914171
"1465",1465,1,1,1,0,1,0,0,0,1,1,1,1,1,0.483997796883287,0.396391727632507
"1466",1466,1,1,1,0,1,0,1,1,1,1,1,1,0,0.401569904625415,0.39168451516775
"1467",1467,1,1,1,0,0,1,1,0,1,1,1,1,1,0.578784486679642,0.40388896366335
"1468",1468,1,1,1,0,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"1469",1469,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1470",1470,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1471",1471,1,1,1,1,1,0,0,1,1,1,1,1,0,0.401569904625415,0.39168451516775
"1472",1472,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"1473",1473,1,1,1,0,1,0,1,0,1,1,1,1,1,0.483997796883287,0.396391727632507
"1474",1474,0,0,0,0,1,0,1,0,1,0,0,0,0,-1.6576285164176,0.339651480075007
"1475",1475,1,1,1,0,1,0,1,0,1,1,1,0,1,0.164740774155072,0.385056875579537
"1476",1476,1,1,1,0,1,0,0,0,1,1,0,1,1,0.123045429190359,0.38446997596849
"1477",1477,1,1,1,0,1,0,0,0,1,1,0,1,1,0.123045429190359,0.38446997596849
"1478",1478,1,1,1,0,1,1,0,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"1479",1479,1,1,1,0,1,0,0,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"1480",1480,1,1,1,0,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"1481",1481,1,1,0,0,0,0,0,0,0,0,0,0,0,-1.23393475855983,0.269586576025412
"1482",1482,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.71357479197151,0.346669676424292
"1483",1483,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1484",1484,1,1,1,0,1,1,1,0,1,1,0,0,0,-0.154337983286555,0.376931749958893
"1485",1485,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1486",1486,1,1,1,0,1,1,1,0,1,1,0,1,1,0.495401488493232,0.397170670532923
"1487",1487,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"1488",1488,1,1,1,0,1,0,0,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"1489",1489,1,0,0,1,0,0,0,0,1,1,0,0,0,-1.2440839259936,0.270992746126556
"1490",1490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.00000000001338
"1491",1491,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.20360265307566,0.420269375739473
"1492",1492,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1493",1493,1,1,1,0,1,1,1,0,1,1,1,1,0,0.515995780844163,0.398660600065657
"1494",1494,1,1,1,0,1,0,1,1,1,1,1,1,0,0.401569904625415,0.39168451516775
"1495",1495,1,1,1,0,0,0,0,0,1,1,0,1,0,-0.447732483616263,0.344969966419007
"1496",1496,1,1,1,0,0,1,1,0,1,1,1,1,0,0.230316669337992,0.386167992524376
"1497",1497,1,1,1,0,1,0,1,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"1498",1498,1,1,1,1,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"1499",1499,1,1,1,0,1,0,0,0,0,1,1,1,0,-0.159466651721387,0.376644072047366
"1500",1500,1,1,1,0,0,0,0,0,0,0,0,0,0,-1.03510969293313,0.25580341095913
"1501",1501,1,1,1,0,1,0,0,1,1,1,0,1,0,0.0447123573989088,0.383330517926325
"1502",1502,1,1,1,0,0,0,1,0,1,1,0,0,0,-0.668699435193742,0.30274221019751
"1503",1503,1,1,0,1,1,0,0,0,1,0,0,1,0,-0.82120956589376,0.274571407628465
"1504",1504,1,1,0,0,1,0,1,0,1,1,1,1,0,-0.279568042136239,0.367338735878784
"1505",1505,1,1,1,0,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"1506",1506,1,1,1,0,1,1,0,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1507",1507,1,1,1,0,1,0,0,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"1508",1508,0,1,0,1,0,0,0,0,1,0,0,0,0,-1.34133022113193,0.286653857370761
"1509",1509,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.71357479197151,0.346669676424292
"1510",1510,1,1,1,0,1,0,1,1,1,1,0,1,0,0.0447123573989088,0.383330517926325
"1511",1511,1,1,1,0,1,0,0,1,1,1,1,1,1,0.773633666125359,0.42716685784914
"1512",1512,1,1,1,0,1,1,1,0,1,1,0,1,0,0.153011904568361,0.38488664112875
"1513",1513,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"1514",1514,1,0,1,0,1,0,0,0,0,0,0,0,0,-1.25487201191652,0.272544179648345
"1515",1515,1,1,1,0,1,0,0,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"1516",1516,1,1,1,1,1,0,1,1,1,1,0,1,0,0.0447123573989088,0.383330517926325
"1517",1517,1,1,1,0,1,0,0,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"1518",1518,1,1,1,0,1,0,0,0,1,0,0,0,0,-0.756177792735821,0.285727417406031
"1519",1519,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.20360265307566,0.420269375739473
"1520",1520,0,0,0,0,1,0,0,0,1,0,0,1,0,-1.43854342150536,0.304323686235196
"1521",1521,1,1,0,0,0,0,0,0,1,0,0,0,0,-1.09189033907232,0.256723607360032
"1522",1522,1,1,1,0,1,0,0,0,1,0,0,1,0,-0.56117686096425,0.324334164164691
"1523",1523,1,1,1,0,0,0,0,0,1,1,0,0,0,-0.668699435193742,0.30274221019751
"1524",1524,1,1,1,0,1,1,1,0,1,1,0,1,1,0.495401488493232,0.397170670532923
"1525",1525,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.20360265307566,0.420269375739473
"1526",1526,1,1,1,1,1,0,0,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"1527",1527,1,1,1,0,1,0,1,0,1,1,1,1,1,0.483997796883287,0.396391727632507
"1528",1528,1,1,1,0,1,1,1,0,1,1,0,1,1,0.495401488493232,0.397170670532923
"1529",1529,1,1,1,0,1,1,1,1,1,1,0,1,0,0.412702984389735,0.392229961660112
"1530",1530,1,1,1,0,1,1,1,0,1,1,1,0,0,0.194802570860531,0.385525961878073
"1531",1531,1,1,1,0,1,0,0,1,1,1,0,1,0,0.0447123573989088,0.383330517926325
"1532",1532,1,1,1,0,1,0,1,0,1,1,0,0,1,-0.182988790436365,0.375218447062372
"1533",1533,1,1,1,0,1,1,0,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"1534",1534,1,1,1,0,1,0,0,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"1535",1535,1,1,1,0,1,0,0,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"1536",1536,1,1,1,0,1,1,0,0,1,1,0,1,0,0.153011904568361,0.38488664112875
"1537",1537,1,1,1,1,0,0,1,0,1,1,1,1,1,0.200161096139637,0.385615898306893
"1538",1538,1,1,1,1,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"1539",1539,1,1,1,0,1,1,1,1,1,1,0,1,1,0.786912313062124,0.429156166863074
